Urien,0.500,0.488,0.527,0.536,0.531,0.52,0.509,0.559,0.56,0.507,0.537,0.542,0.568,0.571,0.563,0.567,0.56,0.597,0.587,0.595,0.606,0.588,0.586
DICTATOR,0.512,0.500,0.546,0.534,0.485,0.494,0.549,0.565,0.508,0.568,0.557,0.563,0.509,0.55,0.509,0.565,0.598,0.588,0.568,0.578,0.632,0.599,0.61
BOXER,0.473,0.454,0.500,0.547,0.472,0.518,0.531,0.513,0.508,0.527,0.519,0.552,0.473,0.545,0.515,0.545,0.573,0.568,0.566,0.581,0.595,0.579,0.593
Dhalsim,0.464,0.466,0.453,0.500,0.47,0.458,0.548,0.486,0.528,0.513,0.501,0.51,0.662,0.478,0.526,0.539,0.565,0.545,0.592,0.565,0.54,0.588,0.581
Laura,0.469,0.515,0.528,0.53,0.500,0.531,0.509,0.539,0.522,0.541,0.501,0.512,0.473,0.53,0.539,0.508,0.573,0.541,0.53,0.539,0.542,0.524,0.533
CLAW,0.48,0.506,0.482,0.542,0.469,0.500,0.478,0.553,0.497,0.532,0.522,0.507,0.525,0.521,0.517,0.542,0.568,0.523,0.535,0.537,0.588,0.55,0.547
Guile,0.491,0.451,0.469,0.452,0.491,0.522,0.500,0.505,0.535,0.499,0.484,0.494,0.541,0.56,0.513,0.484,0.557,0.55,0.545,0.581,0.532,0.582,0.564
Alex,0.441,0.435,0.487,0.514,0.461,0.447,0.495,0.500,0.493,0.478,0.48,0.51,0.502,0.487,0.48,0.503,0.529,0.526,0.512,0.527,0.541,0.53,0.536
Birdie,0.44,0.492,0.492,0.472,0.478,0.503,0.465,0.507,0.500,0.506,0.528,0.551,0.561,0.468,0.53,0.531,0.528,0.559,0.548,0.531,0.578,0.566,0.56
FANG,0.493,0.432,0.473,0.487,0.459,0.468,0.501,0.522,0.494,0.500,0.5,0.483,0.5,0.503,0.532,0.544,0.539,0.529,0.571,0.549,0.563,0.55,0.567
Ibuki,0.463,0.443,0.481,0.499,0.499,0.478,0.516,0.52,0.472,0.5,0.500,0.525,0.492,0.508,0.518,0.529,0.542,0.531,0.544,0.547,0.534,0.545,0.544
Necalli,0.458,0.437,0.448,0.49,0.488,0.493,0.506,0.49,0.449,0.517,0.475,0.500,0.501,0.511,0.495,0.506,0.542,0.536,0.542,0.538,0.546,0.545,0.545
Zangief,0.432,0.491,0.527,0.338,0.527,0.475,0.459,0.498,0.439,0.501,0.508,0.499,0.500,0.491,0.525,0.52,0.475,0.564,0.528,0.528,0.546,0.572,0.531
Rashid,0.429,0.45,0.455,0.522,0.47,0.479,0.44,0.513,0.532,0.497,0.492,0.489,0.509,0.500,0.517,0.505,0.509,0.519,0.517,0.499,0.541,0.527,0.506
R.Mika,0.437,0.491,0.485,0.474,0.461,0.484,0.487,0.52,0.47,0.468,0.482,0.505,0.475,0.483,0.500,0.487,0.52,0.515,0.515,0.513,0.524,0.542,0.516
Karin,0.433,0.435,0.455,0.461,0.492,0.458,0.516,0.497,0.469,0.456,0.471,0.494,0.48,0.495,0.513,0.500,0.528,0.531,0.52,0.528,0.542,0.533,0.538
Nash,0.44,0.402,0.427,0.435,0.427,0.432,0.443,0.471,0.472,0.461,0.458,0.458,0.525,0.491,0.48,0.472,0.500,0.51,0.518,0.525,0.501,0.521,0.536
Cammy,0.403,0.413,0.432,0.455,0.459,0.477,0.45,0.474,0.441,0.471,0.469,0.464,0.436,0.481,0.485,0.469,0.49,0.500,0.512,0.511,0.494,0.518,0.512
ChunLi,0.413,0.432,0.434,0.408,0.47,0.465,0.455,0.488,0.452,0.429,0.456,0.458,0.472,0.483,0.485,0.48,0.482,0.488,0.500,0.487,0.496,0.493,0.508
Ken,0.405,0.422,0.419,0.435,0.461,0.463,0.419,0.473,0.469,0.452,0.453,0.462,0.472,0.501,0.487,0.472,0.475,0.489,0.513,0.500,0.495,0.492,0.486
Juri,0.394,0.368,0.405,0.46,0.458,0.412,0.468,0.459,0.422,0.437,0.466,0.454,0.454,0.459,0.476,0.458,0.499,0.506,0.504,0.505,0.500,0.518,0.513
Akuma,0.412,0.401,0.421,0.412,0.476,0.45,0.418,0.47,0.434,0.45,0.455,0.455,0.428,0.473,0.458,0.467,0.479,0.482,0.507,0.508,0.482,0.500,0.496
Ryu,0.414,0.39,0.407,0.419,0.467,0.453,0.436,0.464,0.44,0.433,0.456,0.455,0.469,0.494,0.484,0.462,0.464,0.488,0.492,0.514,0.487,0.504,0.500
