Urien,0.500,0.498,0.539,0.518,0.55,0.52,0.559,0.514,0.48,0.566,0.556,0.559,0.537,0.583,0.58,0.564,0.558,0.539,0.558,0.558,0.548,0.542,0.553,0.547,0.56,0.558,0.572,0.553,0.56,0.567,0.558,0.564,0.573,0.585,0.601
DICTATOR,0.502,0.500,0.534,0.471,0.495,0.53,0.506,0.551,0.545,0.545,0.535,0.486,0.547,0.537,0.532,0.609,0.501,0.55,0.563,0.531,0.553,0.563,0.562,0.481,0.619,0.552,0.592,0.565,0.577,0.543,0.546,0.631,0.583,0.591,0.598
Dhalsim,0.461,0.466,0.500,0.424,0.433,0.456,0.529,0.572,0.508,0.516,0.473,0.663,0.529,0.53,0.541,0.583,0.512,0.508,0.568,0.479,0.495,0.542,0.497,0.484,0.621,0.543,0.52,0.582,0.581,0.579,0.439,0.553,0.535,0.586,0.567
CLAW,0.482,0.529,0.576,0.500,0.505,0.484,0.469,0.497,0.54,0.509,0.54,0.534,0.52,0.524,0.577,0.549,0.509,0.547,0.494,0.518,0.519,0.55,0.559,0.483,0.581,0.529,0.564,0.545,0.547,0.526,0.541,0.588,0.557,0.554,0.592
Blanka,0.45,0.505,0.567,0.495,0.500,0.484,0.48,0.489,0.522,0.512,0.505,0.517,0.521,0.493,0.489,0.548,0.512,0.552,0.543,0.524,0.537,0.532,0.534,0.496,0.553,0.532,0.559,0.561,0.566,0.535,0.533,0.589,0.55,0.552,0.585
BOXER,0.48,0.47,0.544,0.516,0.516,0.500,0.489,0.526,0.491,0.498,0.481,0.432,0.524,0.56,0.48,0.577,0.506,0.526,0.532,0.534,0.538,0.557,0.551,0.507,0.576,0.543,0.545,0.536,0.557,0.531,0.549,0.607,0.557,0.556,0.569
Birdie,0.441,0.494,0.471,0.531,0.52,0.511,0.500,0.514,0.505,0.504,0.488,0.552,0.536,0.531,0.486,0.534,0.519,0.526,0.54,0.556,0.528,0.516,0.565,0.5,0.539,0.517,0.555,0.539,0.551,0.538,0.51,0.526,0.549,0.527,0.586
Guile,0.486,0.449,0.428,0.503,0.511,0.474,0.486,0.500,0.475,0.52,0.482,0.499,0.473,0.527,0.52,0.538,0.511,0.483,0.535,0.519,0.498,0.52,0.528,0.484,0.58,0.554,0.509,0.533,0.547,0.517,0.556,0.509,0.539,0.552,0.548
FANG,0.52,0.455,0.492,0.46,0.478,0.509,0.495,0.525,0.500,0.48,0.495,0.484,0.546,0.537,0.532,0.533,0.501,0.537,0.539,0.499,0.474,0.535,0.518,0.489,0.538,0.505,0.53,0.511,0.534,0.545,0.49,0.525,0.515,0.555,0.565
Edd,0.434,0.455,0.484,0.491,0.488,0.502,0.496,0.48,0.52,0.500,0.525,0.521,0.497,0.508,0.575,0.539,0.532,0.524,0.513,0.55,0.509,0.506,0.504,0.533,0.5,0.51,0.533,0.515,0.497,0.535,0.541,0.601,0.559,0.544,0.565
Alex,0.444,0.465,0.527,0.46,0.495,0.519,0.512,0.518,0.505,0.475,0.500,0.503,0.5,0.53,0.505,0.505,0.5,0.505,0.503,0.501,0.507,0.523,0.504,0.48,0.542,0.512,0.532,0.532,0.53,0.507,0.505,0.586,0.542,0.526,0.559
Zangief,0.441,0.514,0.337,0.466,0.483,0.569,0.448,0.501,0.516,0.479,0.497,0.500,0.522,0.458,0.452,0.414,0.546,0.537,0.503,0.525,0.505,0.473,0.507,0.555,0.45,0.516,0.523,0.554,0.527,0.534,0.524,0.449,0.549,0.516,0.584
Karin,0.463,0.453,0.471,0.48,0.479,0.476,0.464,0.527,0.454,0.503,0.5,0.478,0.500,0.501,0.496,0.484,0.529,0.483,0.513,0.507,0.518,0.523,0.498,0.508,0.531,0.525,0.535,0.526,0.532,0.499,0.541,0.519,0.533,0.548,0.559
G,0.417,0.463,0.47,0.476,0.507,0.44,0.469,0.473,0.463,0.492,0.47,0.542,0.499,0.500,0.471,0.539,0.463,0.517,0.499,0.507,0.524,0.492,0.516,0.483,0.492,0.521,0.554,0.514,0.539,0.524,0.528,0.522,0.559,0.527,0.556
Abigail,0.42,0.468,0.46,0.423,0.511,0.52,0.514,0.48,0.468,0.425,0.495,0.548,0.504,0.529,0.500,0.482,0.527,0.519,0.492,0.54,0.492,0.498,0.509,0.515,0.536,0.484,0.512,0.507,0.512,0.539,0.494,0.565,0.554,0.483,0.558
Falke,0.436,0.391,0.417,0.451,0.452,0.423,0.466,0.462,0.467,0.461,0.495,0.586,0.516,0.461,0.518,0.500,0.497,0.492,0.498,0.493,0.517,0.473,0.507,0.518,0.524,0.512,0.499,0.517,0.53,0.545,0.504,0.529,0.565,0.54,0.565
R.Mika,0.442,0.499,0.488,0.491,0.488,0.494,0.481,0.489,0.499,0.468,0.5,0.454,0.471,0.537,0.473,0.503,0.500,0.506,0.492,0.482,0.517,0.515,0.524,0.493,0.503,0.501,0.526,0.525,0.503,0.521,0.528,0.559,0.518,0.537,0.535
Ibuki,0.461,0.45,0.492,0.453,0.448,0.474,0.474,0.517,0.463,0.476,0.495,0.463,0.517,0.483,0.481,0.508,0.494,0.500,0.488,0.511,0.502,0.524,0.5,0.506,0.53,0.513,0.506,0.509,0.516,0.509,0.516,0.55,0.514,0.541,0.545
Cody,0.442,0.437,0.432,0.506,0.457,0.468,0.46,0.465,0.461,0.487,0.497,0.497,0.488,0.501,0.509,0.502,0.508,0.512,0.500,0.486,0.526,0.505,0.516,0.491,0.49,0.524,0.527,0.506,0.507,0.507,0.537,0.499,0.553,0.538,0.547
Kolin,0.442,0.469,0.521,0.482,0.476,0.466,0.444,0.481,0.501,0.45,0.5,0.475,0.493,0.493,0.46,0.507,0.518,0.489,0.514,0.500,0.522,0.515,0.523,0.486,0.51,0.506,0.519,0.502,0.507,0.493,0.512,0.542,0.541,0.529,0.558
