Necalli,0.452,0.447,0.505,0.481,0.463,0.462,0.472,0.502,0.526,0.491,0.493,0.495,0.482,0.476,0.508,0.483,0.483,0.498,0.474,0.478,0.500,0.526,0.506,0.494,0.53,0.514,0.496,0.517,0.511,0.531,0.51,0.525,0.516,0.53,0.537
Nash,0.458,0.437,0.458,0.45,0.468,0.443,0.484,0.48,0.465,0.494,0.477,0.527,0.477,0.509,0.502,0.527,0.485,0.476,0.495,0.485,0.474,0.500,0.482,0.461,0.534,0.513,0.503,0.522,0.532,0.515,0.505,0.564,0.513,0.528,0.531
Zeku,0.447,0.438,0.503,0.441,0.466,0.449,0.435,0.472,0.482,0.496,0.496,0.493,0.502,0.484,0.491,0.493,0.476,0.5,0.484,0.477,0.494,0.518,0.500,0.5,0.501,0.515,0.489,0.528,0.519,0.49,0.5,0.522,0.546,0.536,0.559
Laura,0.453,0.519,0.516,0.517,0.504,0.493,0.5,0.517,0.511,0.467,0.52,0.445,0.492,0.517,0.485,0.482,0.507,0.494,0.509,0.514,0.506,0.539,0.5,0.500,0.495,0.483,0.507,0.484,0.487,0.53,0.532,0.534,0.526,0.493,0.531
Sagat,0.44,0.381,0.379,0.419,0.447,0.424,0.461,0.42,0.462,0.5,0.458,0.55,0.469,0.508,0.464,0.476,0.497,0.47,0.51,0.49,0.47,0.466,0.499,0.505,0.500,0.538,0.522,0.504,0.521,0.506,0.492,0.495,0.535,0.534,0.546
Ken,0.442,0.448,0.457,0.471,0.468,0.457,0.483,0.446,0.495,0.49,0.488,0.484,0.475,0.479,0.516,0.488,0.499,0.487,0.476,0.494,0.486,0.487,0.485,0.517,0.462,0.500,0.51,0.494,0.483,0.519,0.536,0.518,0.513,0.514,0.508
Juri,0.428,0.408,0.48,0.436,0.441,0.455,0.445,0.491,0.47,0.467,0.468,0.477,0.465,0.446,0.488,0.501,0.474,0.494,0.473,0.481,0.505,0.497,0.511,0.493,0.478,0.49,0.500,0.502,0.495,0.513,0.5,0.52,0.522,0.53,0.531
Akuma,0.447,0.435,0.418,0.455,0.439,0.464,0.461,0.467,0.489,0.485,0.468,0.446,0.474,0.486,0.493,0.483,0.475,0.491,0.494,0.498,0.484,0.478,0.472,0.516,0.496,0.506,0.498,0.500,0.504,0.513,0.512,0.486,0.497,0.527,0.513
Ryu,0.44,0.423,0.419,0.453,0.434,0.443,0.449,0.453,0.466,0.503,0.47,0.473,0.468,0.461,0.488,0.47,0.497,0.484,0.493,0.493,0.489,0.468,0.481,0.513,0.479,0.517,0.505,0.496,0.500,0.5,0.515,0.482,0.506,0.519,0.53
ChunLi,0.433,0.457,0.421,0.474,0.465,0.469,0.462,0.483,0.455,0.465,0.493,0.466,0.501,0.476,0.461,0.455,0.479,0.491,0.493,0.507,0.469,0.485,0.51,0.47,0.494,0.481,0.487,0.487,0.5,0.500,0.487,0.465,0.493,0.515,0.526
Rashid,0.442,0.454,0.561,0.459,0.467,0.451,0.49,0.444,0.51,0.459,0.496,0.476,0.459,0.472,0.506,0.496,0.472,0.484,0.463,0.488,0.49,0.495,0.5,0.468,0.508,0.464,0.501,0.488,0.485,0.513,0.500,0.557,0.497,0.518,0.51
Menat,0.436,0.369,0.447,0.412,0.411,0.393,0.474,0.491,0.475,0.399,0.414,0.551,0.481,0.478,0.435,0.471,0.441,0.45,0.501,0.458,0.476,0.436,0.478,0.466,0.505,0.482,0.48,0.514,0.518,0.535,0.443,0.500,0.505,0.489,0.533
Cammy,0.427,0.417,0.465,0.443,0.45,0.443,0.451,0.461,0.485,0.441,0.458,0.451,0.467,0.441,0.446,0.436,0.482,0.486,0.447,0.459,0.484,0.487,0.454,0.474,0.465,0.487,0.478,0.503,0.494,0.507,0.503,0.495,0.500,0.516,0.508
Sakura,0.415,0.409,0.414,0.446,0.448,0.444,0.473,0.448,0.445,0.456,0.474,0.484,0.452,0.473,0.517,0.46,0.463,0.459,0.462,0.471,0.47,0.472,0.464,0.507,0.466,0.486,0.47,0.473,0.481,0.485,0.482,0.511,0.484,0.500,0.505
Kage,0.399,0.402,0.433,0.408,0.415,0.431,0.414,0.452,0.435,0.435,0.441,0.417,0.441,0.444,0.442,0.435,0.465,0.455,0.453,0.442,0.464,0.469,0.441,0.469,0.454,0.492,0.469,0.488,0.47,0.474,0.49,0.467,0.492,0.495,0.500
