E.Honda,0.500,0.497,0.489,0.528,0.621,0.589,0.532,0.615,0.473,0.512,0.525,0.538,0.559,0.519,0.54,0.587,0.507,0.603,0.532,0.578,0.579,0.553,0.527,0.572,0.571,0.566,0.586,0.543,0.56,0.607,0.607,0.584,0.637,0.568,0.585,0.617,0.585,0.557,0.644,0.597
Urien,0.503,0.500,0.498,0.506,0.535,0.539,0.554,0.519,0.546,0.536,0.524,0.535,0.515,0.499,0.551,0.542,0.556,0.576,0.527,0.572,0.555,0.536,0.555,0.567,0.555,0.547,0.574,0.546,0.561,0.565,0.558,0.574,0.603,0.57,0.562,0.57,0.589,0.565,0.583,0.565
CLAW,0.511,0.502,0.500,0.548,0.594,0.502,0.534,0.504,0.592,0.513,0.508,0.569,0.569,0.559,0.503,0.544,0.547,0.555,0.507,0.535,0.531,0.588,0.601,0.506,0.595,0.522,0.562,0.552,0.536,0.592,0.572,0.585,0.6,0.569,0.565,0.539,0.556,0.554,0.612,0.575
DICTATOR,0.472,0.494,0.452,0.500,0.537,0.511,0.511,0.519,0.517,0.527,0.534,0.525,0.575,0.535,0.53,0.531,0.5,0.55,0.479,0.529,0.538,0.565,0.594,0.525,0.549,0.53,0.549,0.554,0.536,0.565,0.572,0.588,0.603,0.563,0.528,0.564,0.577,0.567,0.647,0.55
Dhalsim,0.38,0.465,0.406,0.463,0.500,0.444,0.535,0.46,0.494,0.525,0.581,0.467,0.606,0.517,0.564,0.5,0.68,0.579,0.501,0.528,0.528,0.548,0.597,0.489,0.49,0.574,0.542,0.582,0.553,0.555,0.512,0.583,0.579,0.541,0.529,0.524,0.582,0.585,0.575,0.462
Blanka,0.411,0.461,0.498,0.489,0.556,0.500,0.512,0.498,0.452,0.513,0.499,0.503,0.529,0.536,0.511,0.526,0.568,0.569,0.476,0.521,0.537,0.53,0.553,0.531,0.53,0.54,0.57,0.547,0.525,0.552,0.574,0.562,0.572,0.545,0.555,0.56,0.566,0.57,0.639,0.557
Birdie,0.468,0.446,0.466,0.489,0.465,0.488,0.500,0.522,0.477,0.504,0.52,0.495,0.507,0.538,0.535,0.512,0.566,0.574,0.507,0.538,0.55,0.506,0.53,0.544,0.56,0.531,0.521,0.548,0.51,0.539,0.567,0.559,0.601,0.568,0.536,0.548,0.532,0.549,0.559,0.524
BOXER,0.385,0.481,0.496,0.481,0.54,0.502,0.478,0.500,0.469,0.506,0.52,0.48,0.562,0.506,0.533,0.521,0.472,0.555,0.489,0.54,0.537,0.555,0.558,0.531,0.559,0.528,0.55,0.546,0.54,0.572,0.539,0.582,0.558,0.553,0.535,0.565,0.564,0.553,0.613,0.598
Abigail,0.527,0.454,0.408,0.484,0.506,0.548,0.523,0.531,0.500,0.465,0.485,0.505,0.493,0.52,0.504,0.487,0.584,0.572,0.502,0.545,0.524,0.514,0.533,0.539,0.533,0.529,0.545,0.516,0.498,0.529,0.555,0.568,0.584,0.536,0.555,0.581,0.505,0.526,0.613,0.531
Edd,0.488,0.464,0.487,0.473,0.475,0.487,0.496,0.494,0.535,0.500,0.493,0.528,0.496,0.508,0.517,0.521,0.53,0.543,0.536,0.52,0.532,0.524,0.506,0.569,0.503,0.529,0.549,0.502,0.516,0.567,0.539,0.552,0.549,0.552,0.572,0.567,0.542,0.541,0.575,0.582
Guile,0.475,0.476,0.492,0.466,0.42,0.501,0.48,0.48,0.515,0.507,0.500,0.463,0.508,0.474,0.512,0.467,0.481,0.491,0.496,0.518,0.488,0.531,0.57,0.506,0.514,0.501,0.503,0.552,0.566,0.526,0.521,0.556,0.537,0.543,0.524,0.544,0.562,0.553,0.539,0.566
Alex,0.462,0.465,0.431,0.475,0.533,0.497,0.505,0.52,0.495,0.472,0.537,0.500,0.496,0.486,0.479,0.517,0.517,0.581,0.493,0.528,0.53,0.516,0.545,0.52,0.503,0.508,0.524,0.529,0.515,0.543,0.544,0.538,0.543,0.536,0.534,0.537,0.524,0.533,0.59,0.516
Falke,0.441,0.485,0.431,0.425,0.395,0.471,0.493,0.438,0.507,0.504,0.492,0.504,0.500,0.459,0.517,0.439,0.594,0.528,0.519,0.508,0.524,0.487,0.555,0.487,0.542,0.553,0.529,0.537,0.522,0.515,0.507,0.533,0.56,0.553,0.537,0.559,0.537,0.547,0.543,0.524
Jam,0.481,0.501,0.441,0.465,0.483,0.464,0.462,0.494,0.48,0.492,0.526,0.514,0.541,0.500,0.548,0.492,0.486,0.516,0.506,0.503,0.546,0.519,0.553,0.523,0.513,0.543,0.55,0.534,0.499,0.537,0.532,0.585,0.567,0.517,0.547,0.512,0.53,0.52,0.51,0.537
Cody,0.46,0.449,0.497,0.47,0.436,0.489,0.465,0.467,0.496,0.483,0.488,0.521,0.483,0.452,0.500,0.507,0.511,0.479,0.488,0.525,0.51,0.515,0.499,0.524,0.517,0.506,0.546,0.505,0.535,0.542,0.538,0.561,0.538,0.533,0.553,0.558,0.545,0.529,0.529,0.57
Necalli,0.413,0.458,0.456,0.469,0.5,0.474,0.488,0.479,0.513,0.479,0.533,0.483,0.561,0.508,0.493,0.500,0.514,0.502,0.5,0.472,0.493,0.513,0.534,0.515,0.533,0.529,0.517,0.529,0.521,0.516,0.507,0.544,0.512,0.529,0.515,0.54,0.533,0.528,0.566,0.534
