Falke,0.468,0.426,0.413,0.487,0.495,0.433,0.465,0.485,0.491,0.525,0.500,0.545,0.498,0.516,0.48,0.483,0.464,0.477,0.586,0.496,0.508,0.505,0.53,0.496,0.536,0.52,0.485,0.529,0.53,0.561,0.537,0.577,0.512,0.563,0.526,0.537,0.552,0.563
Abigail,0.439,0.485,0.491,0.541,0.514,0.512,0.426,0.46,0.525,0.511,0.455,0.500,0.495,0.499,0.446,0.539,0.509,0.509,0.565,0.542,0.517,0.501,0.52,0.513,0.53,0.499,0.501,0.564,0.506,0.529,0.516,0.547,0.531,0.573,0.478,0.56,0.539,0.528
Guile,0.478,0.452,0.411,0.499,0.493,0.458,0.496,0.478,0.483,0.464,0.502,0.505,0.500,0.477,0.518,0.509,0.51,0.521,0.495,0.474,0.503,0.482,0.5,0.513,0.509,0.548,0.552,0.555,0.53,0.507,0.538,0.578,0.521,0.538,0.553,0.512,0.528,0.559
Alex,0.449,0.471,0.519,0.491,0.508,0.509,0.466,0.48,0.502,0.503,0.484,0.501,0.523,0.500,0.475,0.516,0.493,0.484,0.509,0.505,0.516,0.505,0.48,0.505,0.512,0.503,0.5,0.57,0.523,0.514,0.521,0.551,0.539,0.542,0.509,0.597,0.554,0.533
Edd,0.459,0.467,0.443,0.492,0.492,0.484,0.494,0.504,0.496,0.491,0.52,0.554,0.482,0.525,0.500,0.515,0.528,0.507,0.527,0.523,0.512,0.518,0.526,0.518,0.546,0.503,0.54,0.532,0.513,0.52,0.487,0.511,0.549,0.545,0.541,0.607,0.56,0.545
G,0.416,0.461,0.47,0.462,0.481,0.448,0.489,0.47,0.488,0.497,0.517,0.461,0.491,0.484,0.485,0.500,0.513,0.506,0.543,0.493,0.533,0.516,0.497,0.508,0.487,0.525,0.505,0.522,0.529,0.524,0.543,0.509,0.547,0.547,0.539,0.535,0.534,0.546
Kolin,0.445,0.481,0.531,0.469,0.481,0.458,0.5,0.483,0.455,0.498,0.536,0.491,0.49,0.507,0.472,0.487,0.500,0.485,0.488,0.489,0.516,0.528,0.495,0.521,0.534,0.509,0.528,0.529,0.513,0.505,0.514,0.526,0.525,0.537,0.531,0.551,0.53,0.554
Cody,0.445,0.435,0.442,0.526,0.473,0.469,0.506,0.434,0.468,0.488,0.523,0.491,0.479,0.516,0.493,0.494,0.515,0.500,0.509,0.506,0.51,0.524,0.5,0.519,0.509,0.524,0.534,0.499,0.503,0.528,0.502,0.511,0.541,0.538,0.538,0.525,0.549,0.547
Zangief,0.433,0.502,0.314,0.523,0.472,0.564,0.472,0.511,0.429,0.498,0.414,0.435,0.505,0.491,0.473,0.457,0.512,0.491,0.500,0.519,0.503,0.504,0.542,0.474,0.539,0.506,0.527,0.45,0.539,0.53,0.516,0.456,0.52,0.543,0.5,0.437,0.561,0.553
Ibuki,0.441,0.459,0.466,0.451,0.456,0.475,0.451,0.462,0.473,0.502,0.504,0.458,0.526,0.496,0.477,0.507,0.511,0.494,0.481,0.500,0.502,0.524,0.502,0.525,0.505,0.517,0.507,0.529,0.505,0.533,0.517,0.52,0.525,0.529,0.552,0.529,0.529,0.518
Zeku,0.449,0.445,0.506,0.452,0.472,0.46,0.449,0.483,0.434,0.483,0.492,0.483,0.497,0.484,0.488,0.467,0.484,0.49,0.497,0.498,0.500,0.517,0.483,0.521,0.487,0.518,0.542,0.524,0.525,0.502,0.514,0.518,0.505,0.544,0.541,0.542,0.554,0.505
Necalli,0.455,0.448,0.491,0.438,0.487,0.46,0.476,0.513,0.456,0.469,0.495,0.499,0.518,0.496,0.482,0.484,0.472,0.476,0.496,0.476,0.483,0.500,0.501,0.503,0.494,0.509,0.521,0.518,0.511,0.535,0.518,0.532,0.51,0.525,0.522,0.534,0.534,0.515
Laura,0.456,0.524,0.491,0.48,0.508,0.521,0.517,0.495,0.482,0.489,0.47,0.48,0.5,0.52,0.474,0.503,0.505,0.5,0.458,0.498,0.517,0.499,0.500,0.537,0.523,0.473,0.524,0.514,0.484,0.511,0.482,0.493,0.515,0.498,0.505,0.57,0.498,0.535
Nash,0.468,0.441,0.447,0.437,0.467,0.429,0.438,0.436,0.492,0.468,0.504,0.487,0.487,0.495,0.482,0.492,0.479,0.481,0.526,0.475,0.48,0.497,0.464,0.500,0.48,0.516,0.479,0.499,0.506,0.513,0.528,0.539,0.494,0.501,0.536,0.545,0.536,0.507
R.Mika,0.439,0.475,0.457,0.481,0.483,0.492,0.486,0.459,0.483,0.476,0.464,0.47,0.491,0.488,0.454,0.513,0.466,0.491,0.461,0.495,0.513,0.506,0.477,0.52,0.500,0.485,0.526,0.523,0.52,0.493,0.496,0.495,0.518,0.499,0.516,0.555,0.519,0.526
Ken,0.444,0.455,0.431,0.46,0.472,0.457,0.484,0.484,0.486,0.468,0.48,0.501,0.452,0.497,0.497,0.475,0.491,0.476,0.494,0.483,0.482,0.491,0.527,0.484,0.515,0.500,0.513,0.493,0.497,0.519,0.485,0.469,0.514,0.498,0.509,0.509,0.512,0.514
Rashid,0.456,0.463,0.513,0.443,0.498,0.436,0.459,0.478,0.488,0.468,0.515,0.499,0.448,0.5,0.46,0.495,0.472,0.466,0.473,0.493,0.458,0.479,0.476,0.521,0.474,0.487,0.500,0.531,0.501,0.513,0.492,0.507,0.497,0.489,0.497,0.575,0.508,0.519
Poison,0.406,0.429,0.442,0.414,0.43,0.421,0.472,0.456,0.438,0.46,0.472,0.437,0.445,0.43,0.468,0.478,0.471,0.501,0.55,0.471,0.476,0.482,0.486,0.501,0.477,0.507,0.469,0.500,0.51,0.519,0.539,0.506,0.505,0.511,0.527,0.515,0.526,0.524
Akuma,0.451,0.435,0.422,0.483,0.432,0.468,0.465,0.463,0.466,0.462,0.47,0.494,0.47,0.477,0.487,0.471,0.487,0.497,0.461,0.495,0.475,0.489,0.516,0.494,0.48,0.503,0.499,0.49,0.500,0.508,0.506,0.497,0.498,0.497,0.518,0.51,0.509,0.509
ChunLi,0.428,0.451,0.416,0.44,0.465,0.46,0.505,0.444,0.476,0.487,0.439,0.471,0.493,0.486,0.48,0.476,0.495,0.472,0.47,0.467,0.498,0.465,0.489,0.487,0.507,0.481,0.487,0.481,0.492,0.500,0.508,0.505,0.493,0.492,0.501,0.489,0.521,0.518
Ryu,0.45,0.427,0.408,0.473,0.45,0.441,0.463,0.445,0.447,0.462,0.463,0.484,0.462,0.479,0.513,0.457,0.486,0.498,0.484,0.483,0.486,0.482,0.518,0.472,0.504,0.515,0.508,0.461,0.494,0.492,0.500,0.492,0.496,0.504,0.523,0.487,0.53,0.52
Sagat,0.44,0.388,0.373,0.457,0.45,0.43,0.43,0.418,0.463,0.456,0.423,0.453,0.422,0.449,0.489,0.491,0.474,0.489,0.544,0.48,0.482,0.468,0.507,0.461,0.505,0.531,0.493,0.494,0.503,0.495,0.508,0.500,0.514,0.536,0.533,0.471,0.521,0.525
Juri,0.42,0.41,0.446,0.406,0.442,0.452,0.433,0.463,0.455,0.471,0.488,0.469,0.48,0.461,0.451,0.453,0.475,0.459,0.48,0.475,0.495,0.49,0.485,0.506,0.482,0.486,0.503,0.495,0.502,0.507,0.504,0.486,0.500,0.509,0.52,0.538,0.514,0.524
Cammy,0.434,0.419,0.439,0.394,0.441,0.453,0.469,0.473,0.46,0.459,0.437,0.427,0.462,0.458,0.455,0.453,0.463,0.462,0.457,0.471,0.456,0.475,0.502,0.499,0.501,0.502,0.511,0.489,0.503,0.508,0.496,0.464,0.492,0.500,0.499,0.485,0.504,0.52
Sakura,0.425,0.426,0.346,0.437,0.446,0.451,0.456,0.454,0.473,0.441,0.474,0.522,0.447,0.491,0.459,0.461,0.469,0.462,0.5,0.448,0.459,0.478,0.495,0.464,0.484,0.491,0.503,0.473,0.482,0.499,0.477,0.467,0.48,0.501,0.500,0.509,0.492,0.513
Menat,0.408,0.381,0.411,0.402,0.384,0.395,0.438,0.457,0.47,0.466,0.463,0.44,0.488,0.403,0.393,0.465,0.449,0.475,0.563,0.471,0.458,0.466,0.43,0.455,0.445,0.491,0.425,0.485,0.49,0.511,0.513,0.529,0.462,0.515,0.491,0.500,0.489,0.493
Kage,0.428,0.397,0.449,0.433,0.454,0.439,0.422,0.451,0.424,0.438,0.448,0.461,0.472,0.446,0.44,0.466,0.47,0.451,0.439,0.471,0.446,0.466,0.502,0.464,0.481,0.488,0.492,0.474,0.491,0.479,0.47,0.479,0.486,0.496,0.508,0.511,0.500,0.511
Lucia,0.417,0.405,0.448,0.399,0.448,0.433,0.428,0.423,0.45,0.464,0.437,0.472,0.441,0.467,0.455,0.454,0.446,0.453,0.447,0.482,0.496,0.485,0.465,0.493,0.474,0.486,0.481,0.476,0.491,0.482,0.48,0.475,0.476,0.48,0.487,0.507,0.489,0.500
