Zeku,0.429,0.478,0.431,0.473,0.469,0.459,0.474,0.459,0.444,0.495,0.466,0.542,0.491,0.468,0.494,0.48,0.509,0.528,0.491,0.475,0.500,0.501,0.489,0.509,0.499,0.484,0.509,0.499,0.517,0.508,0.507,0.507,0.519,0.491,0.535,0.544,0.516,0.524,0.554,0.524,0.553,0.562
Sagat,0.463,0.436,0.442,0.405,0.418,0.475,0.439,0.446,0.495,0.512,0.454,0.413,0.502,0.481,0.44,0.485,0.465,0.558,0.487,0.51,0.499,0.500,0.505,0.517,0.493,0.502,0.463,0.52,0.48,0.539,0.557,0.528,0.512,0.523,0.533,0.523,0.551,0.538,0.545,0.511,0.5,0.569
Lucia,0.416,0.462,0.462,0.463,0.48,0.474,0.468,0.454,0.459,0.458,0.45,0.486,0.478,0.501,0.483,0.51,0.497,0.501,0.502,0.505,0.511,0.495,0.500,0.502,0.5,0.509,0.532,0.504,0.509,0.52,0.515,0.52,0.506,0.508,0.527,0.525,0.524,0.521,0.521,0.558,0.555,0.539
Ryu,0.467,0.445,0.455,0.461,0.45,0.479,0.465,0.476,0.465,0.504,0.467,0.447,0.484,0.471,0.47,0.501,0.475,0.486,0.495,0.519,0.491,0.484,0.498,0.500,0.484,0.499,0.46,0.505,0.486,0.521,0.496,0.498,0.514,0.505,0.53,0.51,0.518,0.522,0.511,0.531,0.495,0.553
Karin,0.405,0.451,0.439,0.457,0.441,0.449,0.454,0.473,0.462,0.462,0.43,0.474,0.476,0.428,0.53,0.478,0.501,0.48,0.497,0.483,0.501,0.507,0.5,0.516,0.500,0.5,0.508,0.481,0.497,0.517,0.494,0.509,0.511,0.5,0.522,0.527,0.494,0.532,0.514,0.528,0.5,0.52
Ibuki,0.438,0.435,0.431,0.451,0.439,0.459,0.454,0.439,0.462,0.447,0.483,0.496,0.468,0.464,0.515,0.482,0.493,0.467,0.473,0.496,0.516,0.498,0.491,0.501,0.5,0.500,0.528,0.503,0.534,0.504,0.499,0.5,0.501,0.504,0.519,0.514,0.483,0.536,0.504,0.505,0.547,0.521
Poison,0.378,0.438,0.415,0.421,0.456,0.418,0.425,0.433,0.474,0.468,0.472,0.437,0.492,0.442,0.518,0.433,0.462,0.574,0.498,0.491,0.491,0.537,0.468,0.54,0.492,0.472,0.500,0.488,0.495,0.515,0.5,0.494,0.477,0.513,0.487,0.52,0.524,0.516,0.517,0.474,0.529,0.532
Kolin,0.436,0.448,0.434,0.471,0.467,0.436,0.466,0.474,0.461,0.449,0.463,0.517,0.481,0.435,0.491,0.454,0.472,0.467,0.493,0.478,0.501,0.48,0.496,0.495,0.519,0.497,0.512,0.500,0.481,0.503,0.482,0.504,0.525,0.486,0.507,0.509,0.524,0.519,0.549,0.517,0.53,0.533
Rose,0.415,0.433,0.425,0.431,0.475,0.436,0.428,0.446,0.459,0.472,0.468,0.476,0.488,0.481,0.496,0.444,0.48,0.501,0.482,0.46,0.483,0.52,0.491,0.514,0.503,0.466,0.505,0.519,0.500,0.507,0.514,0.503,0.497,0.513,0.501,0.523,0.546,0.52,0.519,0.495,0.535,0.544
Ken,0.454,0.474,0.453,0.482,0.454,0.469,0.48,0.485,0.447,0.49,0.491,0.48,0.467,0.499,0.456,0.524,0.477,0.493,0.494,0.518,0.492,0.461,0.48,0.479,0.483,0.496,0.485,0.497,0.493,0.500,0.513,0.509,0.5,0.511,0.53,0.509,0.503,0.517,0.507,0.535,0.503,0.529
G,0.409,0.446,0.432,0.457,0.459,0.426,0.453,0.473,0.455,0.481,0.458,0.44,0.436,0.465,0.458,0.44,0.479,0.529,0.503,0.473,0.493,0.443,0.485,0.504,0.506,0.501,0.5,0.518,0.486,0.488,0.500,0.529,0.513,0.496,0.501,0.522,0.526,0.512,0.545,0.513,0.537,0.535
Juri,0.411,0.434,0.433,0.43,0.472,0.45,0.431,0.443,0.464,0.454,0.477,0.493,0.441,0.447,0.502,0.471,0.501,0.479,0.487,0.493,0.493,0.472,0.48,0.502,0.491,0.5,0.506,0.496,0.497,0.491,0.471,0.500,0.505,0.52,0.502,0.512,0.505,0.527,0.524,0.529,0.53,0.522
Kage,0.439,0.445,0.454,0.445,0.438,0.445,0.456,0.465,0.44,0.453,0.488,0.482,0.471,0.478,0.479,0.486,0.48,0.456,0.481,0.492,0.481,0.488,0.494,0.486,0.489,0.499,0.523,0.475,0.503,0.5,0.487,0.495,0.500,0.494,0.506,0.521,0.488,0.522,0.507,0.524,0.529,0.531
ChunLi,0.443,0.447,0.436,0.465,0.429,0.452,0.448,0.489,0.471,0.447,0.444,0.434,0.476,0.456,0.483,0.457,0.484,0.458,0.466,0.469,0.509,0.477,0.492,0.495,0.5,0.496,0.487,0.514,0.487,0.489,0.504,0.48,0.506,0.500,0.492,0.495,0.51,0.512,0.498,0.514,0.478,0.532
R.Mika,0.439,0.449,0.453,0.474,0.446,0.445,0.459,0.465,0.424,0.438,0.465,0.492,0.46,0.468,0.472,0.452,0.47,0.439,0.466,0.474,0.465,0.468,0.473,0.47,0.478,0.481,0.513,0.493,0.499,0.47,0.499,0.498,0.494,0.508,0.500,0.519,0.504,0.52,0.5,0.514,0.536,0.508
Akuma,0.453,0.431,0.455,0.449,0.439,0.455,0.462,0.467,0.457,0.463,0.453,0.429,0.464,0.464,0.455,0.482,0.48,0.445,0.475,0.497,0.456,0.477,0.475,0.49,0.473,0.486,0.48,0.491,0.477,0.491,0.478,0.488,0.479,0.505,0.481,0.500,0.477,0.511,0.486,0.51,0.501,0.512
Seth,0.378,0.436,0.408,0.407,0.442,0.418,0.442,0.443,0.419,0.455,0.433,0.439,0.452,0.415,0.478,0.442,0.449,0.46,0.483,0.486,0.484,0.449,0.476,0.482,0.506,0.517,0.476,0.476,0.454,0.497,0.474,0.495,0.513,0.49,0.496,0.523,0.500,0.514,0.53,0.541,0.472,0.548
Sakura,0.438,0.426,0.433,0.428,0.435,0.443,0.46,0.469,0.453,0.459,0.459,0.424,0.457,0.469,0.46,0.499,0.468,0.481,0.487,0.494,0.476,0.462,0.479,0.478,0.468,0.464,0.484,0.481,0.48,0.483,0.488,0.473,0.478,0.488,0.48,0.489,0.486,0.500,0.493,0.513,0.499,0.526
Cammy,0.384,0.437,0.42,0.432,0.42,0.432,0.439,0.453,0.429,0.414,0.473,0.483,0.433,0.452,0.467,0.428,0.493,0.439,0.486,0.476,0.446,0.455,0.479,0.489,0.486,0.496,0.483,0.451,0.481,0.493,0.455,0.476,0.493,0.502,0.5,0.514,0.47,0.507,0.500,0.523,0.486,0.503
Rashid,0.411,0.446,0.428,0.456,0.459,0.451,0.458,0.455,0.453,0.417,0.475,0.535,0.423,0.49,0.444,0.477,0.487,0.452,0.463,0.451,0.476,0.489,0.442,0.469,0.472,0.495,0.526,0.483,0.505,0.465,0.487,0.471,0.476,0.486,0.486,0.49,0.459,0.487,0.477,0.500,0.567,0.482
Menat,0.36,0.382,0.383,0.388,0.43,0.42,0.382,0.401,0.503,0.439,0.481,0.449,0.465,0.475,0.472,0.417,0.428,0.547,0.458,0.406,0.447,0.5,0.445,0.505,0.5,0.453,0.472,0.47,0.465,0.497,0.463,0.47,0.471,0.522,0.464,0.499,0.528,0.501,0.514,0.433,0.500,0.499
Dan,0.398,0.442,0.435,0.433,0.409,0.43,0.452,0.428,0.397,0.409,0.425,0.425,0.438,0.425,0.455,0.455,0.464,0.423,0.489,0.464,0.438,0.431,0.461,0.447,0.48,0.479,0.468,0.467,0.456,0.471,0.465,0.478,0.469,0.468,0.492,0.488,0.452,0.474,0.497,0.518,0.501,0.500
