Gill,0.469,0.523,0.471,0.462,0.458,0.474,0.49,0.474,0.479,0.473,0.500,0.491,0.499,0.517,0.507,0.478,0.503,0.498,0.541,0.541,0.494,0.522,0.547,0.553,0.529,0.529,0.537,0.551,0.554,0.551,0.542,0.516,0.524,0.521,0.564,0.581,0.539,0.559,0.53,0.543,0.514,0.586
Birdie,0.463,0.464,0.473,0.478,0.494,0.472,0.478,0.49,0.485,0.486,0.509,0.500,0.509,0.513,0.504,0.523,0.454,0.499,0.52,0.57,0.495,0.523,0.526,0.499,0.517,0.562,0.534,0.513,0.537,0.524,0.547,0.553,0.562,0.542,0.574,0.541,0.542,0.543,0.528,0.535,0.551,0.599
Edd,0.482,0.487,0.472,0.461,0.506,0.498,0.522,0.532,0.493,0.461,0.501,0.491,0.500,0.507,0.481,0.508,0.543,0.531,0.527,0.524,0.499,0.511,0.49,0.536,0.546,0.52,0.49,0.506,0.511,0.54,0.558,0.537,0.533,0.544,0.559,0.561,0.532,0.577,0.576,0.54,0.581,0.585
Nash,0.43,0.495,0.495,0.471,0.462,0.449,0.491,0.483,0.485,0.486,0.483,0.487,0.493,0.500,0.502,0.501,0.503,0.464,0.485,0.552,0.524,0.505,0.5,0.51,0.51,0.519,0.543,0.535,0.52,0.512,0.521,0.524,0.56,0.529,0.545,0.525,0.524,0.522,0.516,0.549,0.576,0.541
Guile,0.482,0.483,0.489,0.477,0.47,0.508,0.508,0.463,0.469,0.474,0.493,0.496,0.519,0.498,0.500,0.512,0.536,0.479,0.48,0.473,0.561,0.476,0.497,0.507,0.489,0.471,0.527,0.534,0.538,0.517,0.523,0.502,0.484,0.503,0.511,0.521,0.552,0.527,0.543,0.538,0.534,0.541
Cody,0.459,0.494,0.475,0.461,0.482,0.513,0.477,0.492,0.412,0.431,0.522,0.477,0.492,0.499,0.488,0.500,0.517,0.475,0.509,0.513,0.482,0.488,0.521,0.523,0.52,0.52,0.507,0.522,0.546,0.518,0.512,0.558,0.517,0.521,0.538,0.555,0.527,0.563,0.564,0.538,0.554,0.554
Abigail,0.491,0.475,0.451,0.481,0.507,0.41,0.504,0.486,0.504,0.513,0.497,0.546,0.457,0.497,0.464,0.483,0.500,0.508,0.459,0.571,0.514,0.54,0.51,0.488,0.529,0.524,0.502,0.483,0.554,0.518,0.538,0.523,0.576,0.519,0.557,0.558,0.517,0.554,0.508,0.497,0.582,0.553
Laura,0.464,0.454,0.483,0.514,0.508,0.531,0.516,0.516,0.496,0.531,0.502,0.501,0.469,0.536,0.521,0.525,0.492,0.500,0.501,0.45,0.492,0.536,0.526,0.491,0.496,0.519,0.491,0.482,0.524,0.499,0.534,0.505,0.521,0.535,0.523,0.528,0.521,0.521,0.557,0.496,0.581,0.546
Necalli,0.436,0.455,0.481,0.463,0.456,0.479,0.487,0.483,0.531,0.514,0.459,0.48,0.473,0.515,0.52,0.491,0.541,0.499,0.500,0.493,0.526,0.517,0.528,0.501,0.526,0.519,0.511,0.504,0.503,0.494,0.492,0.505,0.496,0.54,0.507,0.507,0.523,0.527,0.562,0.526,0.582,0.532
Zangief,0.48,0.381,0.455,0.509,0.521,0.47,0.454,0.478,0.488,0.337,0.46,0.43,0.476,0.448,0.527,0.487,0.429,0.55,0.507,0.500,0.445,0.484,0.481,0.487,0.525,0.529,0.517,0.501,0.474,0.544,0.535,0.521,0.443,0.546,0.522,0.564,0.554,0.551,0.534,0.518,0.453,0.569
Sagat,0.457,0.416,0.481,0.416,0.448,0.444,0.457,0.445,0.471,0.418,0.506,0.505,0.501,0.476,0.439,0.518,0.486,0.509,0.474,0.555,0.500,0.45,0.501,0.505,0.492,0.505,0.523,0.546,0.549,0.514,0.523,0.528,0.478,0.517,0.543,0.519,0.528,0.556,0.499,0.557,0.508,0.553
Rose,0.425,0.457,0.444,0.443,0.441,0.46,0.459,0.439,0.461,0.488,0.478,0.477,0.489,0.495,0.524,0.512,0.46,0.464,0.483,0.516,0.55,0.500,0.497,0.51,0.49,0.5,0.538,0.51,0.518,0.501,0.528,0.518,0.533,0.518,0.537,0.522,0.53,0.515,0.505,0.547,0.531,0.538
Zeku,0.437,0.471,0.464,0.462,0.433,0.455,0.5,0.48,0.475,0.532,0.453,0.474,0.51,0.5,0.503,0.479,0.49,0.474,0.472,0.519,0.499,0.503,0.500,0.502,0.499,0.505,0.515,0.513,0.49,0.521,0.501,0.513,0.529,0.487,0.515,0.515,0.541,0.546,0.537,0.539,0.572,0.557
Lucia,0.415,0.475,0.469,0.464,0.456,0.449,0.477,0.471,0.471,0.483,0.447,0.501,0.464,0.49,0.493,0.477,0.512,0.509,0.5,0.513,0.495,0.49,0.498,0.500,0.51,0.501,0.506,0.508,0.512,0.505,0.504,0.503,0.525,0.501,0.521,0.524,0.525,0.523,0.534,0.53,0.54,0.533
Ibuki,0.429,0.464,0.44,0.467,0.436,0.435,0.439,0.469,0.481,0.517,0.472,0.483,0.454,0.49,0.511,0.48,0.471,0.504,0.474,0.475,0.508,0.51,0.501,0.49,0.500,0.504,0.505,0.512,0.475,0.504,0.527,0.505,0.531,0.516,0.483,0.509,0.51,0.502,0.534,0.531,0.531,0.517
Karin,0.412,0.445,0.467,0.463,0.443,0.469,0.451,0.452,0.415,0.471,0.471,0.438,0.48,0.481,0.529,0.48,0.476,0.481,0.481,0.471,0.495,0.5,0.495,0.499,0.496,0.500,0.507,0.514,0.487,0.512,0.5,0.501,0.509,0.492,0.486,0.523,0.524,0.514,0.527,0.533,0.534,0.519
Ryu,0.462,0.44,0.472,0.452,0.464,0.479,0.461,0.472,0.475,0.438,0.463,0.466,0.51,0.457,0.473,0.493,0.498,0.509,0.489,0.483,0.477,0.462,0.485,0.494,0.495,0.493,0.500,0.516,0.486,0.509,0.508,0.507,0.463,0.505,0.513,0.53,0.507,0.513,0.525,0.527,0.501,0.536
Ken,0.446,0.453,0.463,0.476,0.454,0.48,0.482,0.485,0.498,0.466,0.449,0.487,0.494,0.465,0.466,0.478,0.517,0.518,0.496,0.499,0.454,0.49,0.487,0.492,0.488,0.486,0.484,0.500,0.506,0.5,0.504,0.511,0.487,0.508,0.489,0.528,0.516,0.513,0.535,0.52,0.52,0.534
G,0.402,0.454,0.42,0.462,0.45,0.458,0.461,0.441,0.493,0.456,0.446,0.463,0.489,0.48,0.462,0.454,0.446,0.476,0.497,0.526,0.451,0.482,0.51,0.488,0.525,0.513,0.514,0.494,0.500,0.511,0.528,0.522,0.493,0.505,0.53,0.488,0.507,0.538,0.508,0.514,0.542,0.545
Kage,0.437,0.45,0.448,0.448,0.468,0.453,0.462,0.454,0.469,0.464,0.449,0.476,0.46,0.488,0.484,0.482,0.482,0.501,0.506,0.456,0.486,0.499,0.479,0.495,0.496,0.488,0.491,0.501,0.489,0.500,0.488,0.498,0.521,0.511,0.47,0.517,0.512,0.516,0.532,0.527,0.52,0.529
Kolin,0.423,0.453,0.429,0.468,0.451,0.504,0.45,0.459,0.464,0.518,0.458,0.453,0.442,0.479,0.477,0.488,0.462,0.466,0.508,0.465,0.477,0.472,0.499,0.496,0.473,0.5,0.492,0.496,0.472,0.512,0.500,0.499,0.488,0.497,0.512,0.523,0.517,0.532,0.534,0.501,0.515,0.545
Juri,0.411,0.475,0.45,0.427,0.439,0.436,0.439,0.446,0.464,0.492,0.484,0.447,0.463,0.476,0.498,0.442,0.477,0.495,0.496,0.479,0.472,0.482,0.487,0.497,0.495,0.499,0.493,0.489,0.478,0.502,0.501,0.500,0.505,0.508,0.521,0.496,0.511,0.527,0.518,0.534,0.551,0.524
Poison,0.365,0.474,0.436,0.421,0.431,0.447,0.422,0.408,0.466,0.442,0.476,0.438,0.467,0.44,0.516,0.483,0.424,0.479,0.504,0.557,0.522,0.467,0.471,0.475,0.469,0.491,0.537,0.513,0.507,0.479,0.512,0.495,0.500,0.496,0.51,0.469,0.525,0.499,0.446,0.509,0.526,0.533
ChunLi,0.423,0.437,0.443,0.469,0.456,0.484,0.449,0.454,0.425,0.431,0.479,0.458,0.456,0.471,0.497,0.479,0.481,0.465,0.46,0.454,0.484,0.482,0.513,0.499,0.484,0.508,0.495,0.492,0.495,0.489,0.503,0.492,0.504,0.500,0.508,0.487,0.495,0.496,0.494,0.502,0.463,0.514
Seth,0.366,0.433,0.423,0.413,0.445,0.44,0.446,0.441,0.414,0.461,0.436,0.426,0.441,0.455,0.489,0.462,0.443,0.477,0.493,0.478,0.457,0.463,0.485,0.479,0.517,0.514,0.487,0.511,0.47,0.53,0.488,0.479,0.49,0.492,0.500,0.506,0.524,0.543,0.533,0.517,0.464,0.517
R.Mika,0.434,0.422,0.456,0.48,0.459,0.465,0.454,0.459,0.437,0.502,0.419,0.459,0.439,0.475,0.48,0.445,0.442,0.472,0.493,0.436,0.481,0.478,0.485,0.476,0.491,0.477,0.47,0.472,0.513,0.483,0.477,0.504,0.531,0.513,0.494,0.500,0.522,0.513,0.498,0.529,0.559,0.497
Akuma,0.448,0.444,0.452,0.448,0.451,0.472,0.453,0.466,0.474,0.433,0.461,0.458,0.468,0.476,0.448,0.473,0.483,0.479,0.477,0.446,0.472,0.47,0.46,0.475,0.49,0.476,0.493,0.484,0.493,0.488,0.483,0.489,0.475,0.505,0.476,0.478,0.500,0.491,0.518,0.522,0.509,0.505
Cammy,0.379,0.431,0.438,0.434,0.429,0.447,0.458,0.446,0.492,0.481,0.441,0.457,0.423,0.478,0.473,0.437,0.446,0.479,0.473,0.449,0.444,0.485,0.454,0.477,0.498,0.486,0.487,0.487,0.462,0.484,0.468,0.473,0.501,0.504,0.457,0.487,0.509,0.500,0.531,0.506,0.486,0.493
Rashid,0.414,0.466,0.447,0.457,0.442,0.456,0.47,0.473,0.467,0.535,0.47,0.472,0.424,0.484,0.457,0.436,0.492,0.443,0.438,0.466,0.501,0.495,0.463,0.466,0.466,0.473,0.475,0.465,0.492,0.468,0.466,0.482,0.554,0.506,0.467,0.502,0.482,0.469,0.500,0.472,0.586,0.495
Sakura,0.421,0.425,0.438,0.432,0.433,0.463,0.435,0.468,0.458,0.424,0.457,0.465,0.46,0.451,0.462,0.462,0.503,0.504,0.474,0.482,0.443,0.453,0.461,0.47,0.469,0.467,0.473,0.48,0.486,0.473,0.499,0.466,0.491,0.498,0.483,0.471,0.478,0.494,0.528,0.500,0.506,0.502
Menat,0.389,0.391,0.428,0.398,0.397,0.403,0.377,0.391,0.45,0.404,0.486,0.449,0.419,0.424,0.466,0.446,0.418,0.419,0.418,0.547,0.492,0.469,0.428,0.46,0.469,0.466,0.499,0.48,0.458,0.48,0.485,0.449,0.474,0.537,0.536,0.441,0.491,0.514,0.414,0.494,0.500,0.486
Dan,0.393,0.417,0.388,0.447,0.462,0.409,0.443,0.45,0.406,0.429,0.414,0.401,0.415,0.46,0.459,0.446,0.447,0.454,0.468,0.431,0.447,0.462,0.443,0.467,0.483,0.481,0.464,0.466,0.455,0.471,0.455,0.476,0.467,0.486,0.483,0.503,0.495,0.507,0.505,0.498,0.514,0.500
