Alex,0.459,0.449,0.514,0.458,0.49,0.522,0.518,0.494,0.527,0.518,0.498,0.466,0.500,0.501,0.499,0.504,0.502,0.488,0.517,0.51,0.478,0.502,0.502,0.514,0.499,0.53,0.519,0.496,0.501,0.521,0.543,0.572,0.505,0.552,0.553
Karin,0.456,0.453,0.467,0.477,0.465,0.468,0.462,0.44,0.525,0.486,0.493,0.5,0.5,0.500,0.492,0.488,0.491,0.505,0.499,0.49,0.5,0.502,0.525,0.542,0.513,0.538,0.534,0.514,0.528,0.523,0.533,0.51,0.529,0.534,0.551
Zangief,0.499,0.44,0.343,0.479,0.478,0.557,0.445,0.509,0.5,0.448,0.442,0.48,0.501,0.508,0.500,0.41,0.502,0.488,0.525,0.505,0.553,0.517,0.554,0.474,0.526,0.449,0.517,0.528,0.511,0.551,0.526,0.441,0.506,0.548,0.572
Falke,0.403,0.46,0.425,0.458,0.479,0.41,0.483,0.492,0.478,0.474,0.504,0.476,0.496,0.512,0.59,0.500,0.511,0.499,0.509,0.512,0.511,0.489,0.499,0.482,0.543,0.558,0.516,0.502,0.517,0.516,0.515,0.496,0.537,0.543,0.558
Necalli,0.454,0.454,0.499,0.477,0.492,0.467,0.468,0.5,0.526,0.466,0.482,0.499,0.498,0.509,0.498,0.489,0.500,0.487,0.502,0.499,0.5,0.483,0.493,0.525,0.536,0.51,0.517,0.521,0.516,0.515,0.495,0.511,0.53,0.538,0.542
Cody,0.442,0.451,0.434,0.52,0.484,0.466,0.48,0.477,0.474,0.492,0.514,0.476,0.512,0.495,0.512,0.501,0.513,0.500,0.506,0.515,0.484,0.502,0.519,0.514,0.526,0.495,0.503,0.537,0.53,0.501,0.527,0.524,0.528,0.552,0.552
Ibuki,0.443,0.452,0.472,0.461,0.452,0.484,0.47,0.454,0.534,0.488,0.471,0.492,0.483,0.501,0.475,0.491,0.498,0.494,0.500,0.495,0.5,0.505,0.505,0.526,0.506,0.531,0.522,0.505,0.527,0.514,0.505,0.507,0.541,0.527,0.536
Zeku,0.448,0.467,0.501,0.427,0.459,0.46,0.446,0.464,0.488,0.48,0.479,0.505,0.49,0.51,0.495,0.488,0.501,0.485,0.505,0.500,0.479,0.488,0.49,0.522,0.493,0.511,0.517,0.511,0.513,0.533,0.496,0.546,0.531,0.553,0.549
Laura,0.519,0.451,0.506,0.523,0.486,0.5,0.483,0.507,0.504,0.504,0.496,0.47,0.522,0.5,0.447,0.489,0.5,0.516,0.5,0.521,0.500,0.514,0.531,0.549,0.511,0.501,0.493,0.531,0.489,0.494,0.498,0.544,0.488,0.512,0.521
Kolin,0.472,0.439,0.523,0.501,0.485,0.461,0.464,0.495,0.488,0.484,0.458,0.471,0.498,0.498,0.483,0.511,0.517,0.498,0.495,0.512,0.486,0.500,0.527,0.512,0.495,0.517,0.509,0.509,0.512,0.502,0.513,0.541,0.531,0.549,0.55
R.Mika,0.489,0.45,0.467,0.504,0.492,0.501,0.488,0.455,0.485,0.518,0.47,0.48,0.498,0.475,0.446,0.501,0.507,0.481,0.495,0.51,0.469,0.473,0.500,0.521,0.511,0.495,0.49,0.499,0.494,0.526,0.509,0.547,0.514,0.52,0.52
Nash,0.436,0.465,0.452,0.447,0.467,0.452,0.474,0.445,0.484,0.492,0.493,0.48,0.486,0.458,0.526,0.518,0.475,0.486,0.474,0.478,0.451,0.488,0.48,0.500,0.495,0.537,0.522,0.482,0.514,0.506,0.504,0.57,0.525,0.505,0.516
ChunLi,0.466,0.431,0.399,0.501,0.472,0.474,0.47,0.447,0.497,0.488,0.469,0.482,0.501,0.487,0.474,0.457,0.464,0.474,0.494,0.507,0.489,0.505,0.489,0.505,0.500,0.505,0.516,0.483,0.499,0.503,0.496,0.467,0.514,0.496,0.518
Sagat,0.381,0.438,0.366,0.415,0.445,0.439,0.472,0.445,0.413,0.495,0.459,0.504,0.47,0.462,0.551,0.442,0.49,0.505,0.469,0.489,0.5,0.484,0.505,0.463,0.495,0.500,0.514,0.496,0.529,0.505,0.513,0.472,0.517,0.541,0.53
Ryu,0.43,0.45,0.418,0.46,0.446,0.445,0.451,0.462,0.46,0.457,0.489,0.514,0.481,0.466,0.483,0.484,0.483,0.497,0.478,0.483,0.507,0.491,0.51,0.478,0.484,0.486,0.500,0.514,0.521,0.501,0.498,0.477,0.521,0.507,0.534
Rashid,0.461,0.444,0.544,0.451,0.471,0.448,0.501,0.475,0.453,0.489,0.493,0.46,0.504,0.486,0.472,0.498,0.48,0.463,0.495,0.489,0.469,0.491,0.501,0.518,0.517,0.504,0.486,0.500,0.486,0.486,0.504,0.574,0.5,0.488,0.502
Ken,0.458,0.445,0.453,0.477,0.464,0.464,0.48,0.471,0.452,0.476,0.512,0.496,0.499,0.472,0.489,0.483,0.484,0.47,0.473,0.487,0.511,0.488,0.506,0.486,0.501,0.472,0.479,0.514,0.500,0.494,0.52,0.498,0.509,0.509,0.509
Akuma,0.436,0.45,0.43,0.449,0.441,0.472,0.47,0.471,0.466,0.468,0.493,0.481,0.479,0.477,0.449,0.484,0.485,0.499,0.486,0.467,0.506,0.498,0.474,0.494,0.497,0.495,0.499,0.514,0.506,0.500,0.498,0.492,0.52,0.494,0.515
Juri,0.409,0.415,0.467,0.435,0.45,0.474,0.462,0.452,0.488,0.446,0.474,0.46,0.457,0.467,0.474,0.485,0.505,0.473,0.495,0.504,0.502,0.487,0.491,0.496,0.505,0.487,0.502,0.496,0.48,0.502,0.500,0.528,0.529,0.516,0.515
Menat,0.388,0.437,0.439,0.438,0.403,0.401,0.474,0.466,0.49,0.457,0.416,0.428,0.428,0.49,0.559,0.504,0.489,0.476,0.493,0.454,0.456,0.459,0.453,0.43,0.533,0.528,0.523,0.426,0.502,0.508,0.472,0.500,0.498,0.507,0.499
Sakura,0.419,0.429,0.418,0.442,0.44,0.441,0.461,0.447,0.455,0.46,0.518,0.461,0.495,0.471,0.494,0.463,0.47,0.472,0.46,0.469,0.512,0.469,0.486,0.475,0.486,0.483,0.479,0.5,0.491,0.48,0.471,0.502,0.500,0.504,0.503
Cammy,0.422,0.429,0.467,0.447,0.443,0.452,0.443,0.478,0.463,0.442,0.437,0.446,0.448,0.466,0.452,0.457,0.462,0.448,0.473,0.447,0.488,0.451,0.48,0.495,0.504,0.459,0.493,0.512,0.491,0.506,0.484,0.493,0.496,0.500,0.501
Kage,0.415,0.412,0.445,0.425,0.437,0.448,0.429,0.45,0.475,0.449,0.459,0.445,0.447,0.449,0.428,0.442,0.458,0.448,0.464,0.451,0.479,0.45,0.48,0.484,0.482,0.47,0.466,0.498,0.491,0.485,0.485,0.501,0.497,0.499,0.500
