E.Honda,0.500,0.513,0.532,0.583,0.521,0.501,0.614,0.52,0.6,0.54,0.544,0.526,0.554,0.52,0.512,0.514,0.532,0.578,0.529,0.582,0.568,0.569,0.586,0.577,0.578,0.584,0.571,0.549,0.567,0.571,0.532,0.561,0.595,0.553,0.619,0.627,0.571,0.559,0.636,0.605
Urien,0.487,0.500,0.493,0.521,0.499,0.545,0.544,0.537,0.548,0.549,0.533,0.477,0.518,0.512,0.543,0.551,0.515,0.558,0.545,0.542,0.536,0.544,0.527,0.537,0.567,0.575,0.543,0.557,0.54,0.534,0.537,0.553,0.554,0.567,0.587,0.555,0.58,0.557,0.567,0.56
DICTATOR,0.468,0.507,0.500,0.533,0.465,0.496,0.54,0.535,0.493,0.513,0.524,0.539,0.571,0.522,0.542,0.476,0.585,0.547,0.48,0.542,0.545,0.537,0.554,0.556,0.529,0.536,0.541,0.572,0.517,0.488,0.546,0.522,0.573,0.557,0.582,0.635,0.562,0.562,0.564,0.554
BOXER,0.417,0.479,0.467,0.500,0.513,0.46,0.542,0.496,0.492,0.475,0.487,0.477,0.557,0.525,0.508,0.461,0.548,0.556,0.489,0.546,0.545,0.538,0.552,0.55,0.571,0.557,0.553,0.573,0.535,0.518,0.54,0.546,0.542,0.537,0.558,0.588,0.582,0.553,0.56,0.581
CLAW,0.48,0.501,0.535,0.487,0.500,0.575,0.567,0.5,0.478,0.529,0.545,0.553,0.518,0.497,0.479,0.514,0.562,0.529,0.486,0.534,0.521,0.555,0.551,0.566,0.502,0.526,0.57,0.553,0.491,0.528,0.526,0.514,0.569,0.55,0.563,0.603,0.531,0.523,0.54,0.547
Abigail,0.499,0.455,0.504,0.54,0.425,0.500,0.523,0.456,0.532,0.549,0.521,0.529,0.503,0.489,0.5,0.594,0.524,0.58,0.517,0.551,0.495,0.528,0.505,0.518,0.546,0.552,0.548,0.538,0.527,0.543,0.518,0.493,0.546,0.53,0.573,0.569,0.514,0.528,0.573,0.52
Dhalsim,0.386,0.456,0.46,0.458,0.433,0.477,0.500,0.529,0.455,0.512,0.462,0.504,0.581,0.545,0.552,0.667,0.597,0.562,0.47,0.525,0.496,0.493,0.522,0.542,0.476,0.522,0.504,0.561,0.561,0.518,0.563,0.521,0.501,0.529,0.559,0.56,0.566,0.572,0.517,0.461
Edd,0.48,0.463,0.465,0.504,0.5,0.544,0.471,0.500,0.502,0.504,0.537,0.508,0.513,0.496,0.522,0.524,0.482,0.525,0.545,0.511,0.536,0.521,0.538,0.511,0.559,0.526,0.55,0.529,0.544,0.542,0.5,0.522,0.556,0.54,0.554,0.552,0.559,0.542,0.591,0.595
Blanka,0.4,0.452,0.507,0.508,0.522,0.468,0.545,0.498,0.500,0.52,0.522,0.536,0.533,0.482,0.518,0.546,0.541,0.559,0.486,0.533,0.541,0.507,0.519,0.551,0.517,0.523,0.548,0.506,0.529,0.548,0.536,0.519,0.56,0.525,0.528,0.613,0.549,0.552,0.543,0.549
Birdie,0.46,0.451,0.487,0.525,0.471,0.451,0.488,0.496,0.48,0.500,0.5,0.506,0.509,0.496,0.507,0.544,0.505,0.562,0.51,0.541,0.514,0.541,0.513,0.499,0.566,0.543,0.542,0.521,0.537,0.527,0.525,0.501,0.561,0.55,0.59,0.524,0.538,0.536,0.552,0.521
Alex,0.456,0.467,0.476,0.513,0.455,0.479,0.538,0.463,0.478,0.5,0.500,0.484,0.483,0.537,0.476,0.513,0.544,0.573,0.488,0.532,0.512,0.531,0.522,0.522,0.515,0.544,0.562,0.53,0.52,0.509,0.522,0.517,0.547,0.525,0.546,0.598,0.525,0.533,0.562,0.537
FANG,0.474,0.523,0.461,0.523,0.447,0.471,0.496,0.492,0.464,0.494,0.516,0.500,0.505,0.506,0.532,0.479,0.517,0.537,0.473,0.565,0.481,0.518,0.515,0.507,0.523,0.529,0.495,0.564,0.533,0.517,0.535,0.526,0.546,0.517,0.564,0.534,0.536,0.54,0.511,0.552
Falke,0.446,0.482,0.429,0.443,0.482,0.497,0.419,0.487,0.467,0.491,0.517,0.495,0.500,0.502,0.497,0.582,0.529,0.482,0.543,0.527,0.51,0.525,0.511,0.472,0.498,0.503,0.525,0.502,0.541,0.515,0.535,0.527,0.514,0.542,0.537,0.536,0.547,0.557,0.554,0.525
Guile,0.48,0.488,0.478,0.475,0.503,0.511,0.455,0.505,0.518,0.504,0.463,0.494,0.498,0.500,0.504,0.478,0.542,0.463,0.488,0.479,0.494,0.51,0.528,0.531,0.509,0.533,0.491,0.534,0.492,0.51,0.538,0.551,0.504,0.513,0.514,0.53,0.544,0.547,0.543,0.561
Cody,0.488,0.457,0.458,0.492,0.521,0.5,0.448,0.478,0.482,0.493,0.524,0.468,0.503,0.496,0.500,0.497,0.483,0.474,0.503,0.515,0.524,0.516,0.518,0.513,0.492,0.531,0.537,0.54,0.518,0.528,0.508,0.533,0.552,0.537,0.539,0.547,0.53,0.527,0.558,0.596
Zangief,0.486,0.449,0.524,0.539,0.486,0.406,0.333,0.476,0.454,0.456,0.487,0.521,0.418,0.522,0.503,0.500,0.434,0.429,0.55,0.53,0.509,0.491,0.49,0.467,0.542,0.478,0.533,0.487,0.537,0.561,0.522,0.516,0.527,0.55,0.546,0.451,0.517,0.56,0.551,0.558
Sagat,0.468,0.485,0.415,0.452,0.438,0.476,0.403,0.518,0.459,0.495,0.456,0.483,0.471,0.458,0.517,0.566,0.500,0.475,0.512,0.488,0.484,0.516,0.518,0.492,0.506,0.543,0.505,0.525,0.516,0.529,0.529,0.547,0.525,0.514,0.549,0.497,0.535,0.536,0.55,0.543
Poison,0.422,0.442,0.453,0.444,0.472,0.42,0.438,0.475,0.441,0.438,0.427,0.463,0.518,0.537,0.526,0.572,0.525,0.500,0.51,0.493,0.492,0.513,0.499,0.495,0.522,0.506,0.494,0.494,0.527,0.49,0.557,0.527,0.516,0.497,0.511,0.51,0.528,0.529,0.512,0.489
