Edd,0.453,0.467,0.464,0.492,0.491,0.494,0.505,0.492,0.532,0.573,0.500,0.48,0.501,0.517,0.506,0.505,0.536,0.511,0.529,0.498,0.554,0.527,0.492,0.504,0.52,0.506,0.551,0.514,0.53,0.503,0.498,0.537,0.603,0.555,0.569
Guile,0.473,0.441,0.43,0.475,0.473,0.52,0.468,0.503,0.467,0.512,0.52,0.500,0.467,0.509,0.512,0.522,0.495,0.47,0.502,0.507,0.504,0.486,0.488,0.517,0.505,0.57,0.551,0.525,0.504,0.552,0.544,0.55,0.498,0.529,0.525
Karin,0.461,0.449,0.481,0.479,0.438,0.486,0.468,0.466,0.483,0.483,0.499,0.533,0.500,0.496,0.496,0.497,0.483,0.489,0.521,0.491,0.507,0.505,0.526,0.525,0.51,0.538,0.521,0.521,0.532,0.524,0.534,0.541,0.527,0.533,0.553
G,0.425,0.465,0.451,0.488,0.482,0.499,0.432,0.483,0.476,0.457,0.483,0.491,0.504,0.500,0.506,0.487,0.538,0.507,0.483,0.538,0.5,0.491,0.535,0.495,0.528,0.501,0.49,0.53,0.54,0.524,0.54,0.532,0.533,0.547,0.549
Falke,0.452,0.411,0.404,0.459,0.468,0.473,0.42,0.496,0.509,0.497,0.494,0.488,0.504,0.494,0.500,0.5,0.588,0.492,0.496,0.495,0.5,0.53,0.517,0.501,0.539,0.547,0.498,0.516,0.528,0.514,0.526,0.525,0.539,0.542,0.557
Cody,0.442,0.447,0.442,0.516,0.488,0.477,0.477,0.482,0.504,0.498,0.495,0.478,0.503,0.513,0.5,0.500,0.504,0.509,0.522,0.512,0.509,0.486,0.513,0.506,0.528,0.496,0.529,0.506,0.533,0.532,0.509,0.53,0.53,0.56,0.541
Zangief,0.425,0.516,0.325,0.47,0.502,0.488,0.56,0.448,0.491,0.441,0.464,0.505,0.517,0.462,0.412,0.496,0.500,0.524,0.54,0.498,0.516,0.541,0.503,0.472,0.534,0.44,0.521,0.548,0.518,0.505,0.517,0.5,0.437,0.547,0.575
Ibuki,0.45,0.442,0.489,0.456,0.457,0.464,0.473,0.484,0.487,0.467,0.489,0.53,0.511,0.493,0.508,0.492,0.476,0.500,0.497,0.501,0.524,0.511,0.498,0.533,0.516,0.53,0.496,0.514,0.518,0.52,0.523,0.521,0.53,0.517,0.53
R.Mika,0.444,0.492,0.48,0.494,0.456,0.482,0.517,0.499,0.492,0.48,0.472,0.498,0.479,0.517,0.504,0.478,0.46,0.503,0.500,0.532,0.482,0.48,0.511,0.523,0.521,0.501,0.521,0.531,0.519,0.506,0.501,0.533,0.557,0.52,0.52
Zeku,0.459,0.445,0.51,0.431,0.455,0.467,0.45,0.453,0.502,0.474,0.502,0.493,0.509,0.462,0.505,0.488,0.502,0.499,0.468,0.500,0.495,0.495,0.507,0.524,0.497,0.512,0.498,0.535,0.494,0.522,0.513,0.535,0.55,0.55,0.554
Kolin,0.444,0.466,0.51,0.486,0.479,0.496,0.471,0.456,0.503,0.48,0.446,0.496,0.493,0.5,0.5,0.491,0.484,0.476,0.518,0.505,0.500,0.504,0.514,0.508,0.483,0.509,0.507,0.501,0.528,0.521,0.515,0.512,0.548,0.543,0.556
Laura,0.437,0.515,0.51,0.504,0.493,0.488,0.518,0.504,0.523,0.495,0.473,0.514,0.495,0.509,0.47,0.514,0.459,0.489,0.52,0.505,0.496,0.500,0.513,0.542,0.521,0.49,0.52,0.487,0.51,0.482,0.492,0.5,0.57,0.504,0.516
Necalli,0.43,0.458,0.521,0.477,0.47,0.468,0.466,0.468,0.486,0.501,0.508,0.512,0.474,0.465,0.483,0.487,0.497,0.502,0.489,0.493,0.486,0.487,0.500,0.516,0.514,0.519,0.516,0.511,0.497,0.511,0.518,0.516,0.502,0.525,0.528
Nash,0.463,0.439,0.456,0.457,0.453,0.46,0.46,0.486,0.482,0.474,0.496,0.483,0.475,0.505,0.499,0.494,0.528,0.467,0.477,0.476,0.492,0.458,0.484,0.500,0.517,0.536,0.494,0.505,0.494,0.521,0.528,0.517,0.574,0.498,0.518
ChunLi,0.428,0.471,0.394,0.505,0.451,0.457,0.477,0.483,0.478,0.466,0.48,0.495,0.49,0.472,0.461,0.472,0.466,0.484,0.479,0.503,0.517,0.479,0.486,0.483,0.500,0.505,0.483,0.5,0.495,0.488,0.518,0.503,0.469,0.493,0.522
Sagat,0.442,0.38,0.375,0.414,0.436,0.435,0.441,0.479,0.468,0.454,0.494,0.43,0.462,0.499,0.453,0.504,0.56,0.47,0.499,0.488,0.491,0.51,0.481,0.464,0.495,0.500,0.478,0.494,0.51,0.531,0.516,0.526,0.503,0.541,0.529
Rashid,0.457,0.456,0.529,0.46,0.47,0.464,0.45,0.5,0.497,0.505,0.449,0.449,0.479,0.51,0.502,0.472,0.48,0.504,0.479,0.502,0.493,0.48,0.484,0.506,0.517,0.522,0.500,0.49,0.499,0.486,0.489,0.504,0.573,0.495,0.503
Akuma,0.448,0.438,0.424,0.455,0.463,0.446,0.472,0.477,0.477,0.484,0.486,0.475,0.479,0.47,0.484,0.494,0.452,0.486,0.469,0.465,0.499,0.513,0.489,0.495,0.5,0.506,0.51,0.500,0.504,0.503,0.506,0.521,0.491,0.503,0.508
Juri,0.423,0.414,0.479,0.43,0.459,0.448,0.451,0.475,0.446,0.485,0.47,0.496,0.468,0.46,0.472,0.467,0.482,0.482,0.481,0.506,0.472,0.49,0.503,0.506,0.505,0.49,0.501,0.496,0.500,0.496,0.5,0.517,0.533,0.533,0.525
Ken,0.446,0.456,0.435,0.467,0.468,0.467,0.465,0.492,0.489,0.514,0.497,0.448,0.476,0.476,0.486,0.468,0.495,0.48,0.494,0.478,0.479,0.518,0.489,0.479,0.512,0.469,0.514,0.497,0.504,0.500,0.478,0.508,0.502,0.506,0.503
Ryu,0.444,0.427,0.41,0.453,0.447,0.44,0.443,0.454,0.475,0.475,0.502,0.456,0.466,0.46,0.474,0.491,0.483,0.477,0.499,0.487,0.485,0.508,0.482,0.472,0.482,0.484,0.511,0.494,0.5,0.522,0.500,0.52,0.465,0.502,0.531
Sakura,0.424,0.424,0.421,0.453,0.435,0.451,0.447,0.484,0.492,0.52,0.463,0.45,0.459,0.468,0.476,0.47,0.5,0.479,0.467,0.465,0.488,0.501,0.484,0.483,0.497,0.474,0.496,0.479,0.483,0.492,0.48,0.500,0.518,0.497,0.508
Menat,0.408,0.368,0.473,0.413,0.452,0.372,0.409,0.503,0.409,0.429,0.397,0.502,0.473,0.467,0.461,0.47,0.563,0.47,0.443,0.45,0.452,0.43,0.498,0.426,0.531,0.497,0.427,0.509,0.467,0.498,0.535,0.482,0.500,0.518,0.524
Cammy,0.439,0.421,0.47,0.444,0.475,0.442,0.462,0.449,0.452,0.425,0.445,0.471,0.468,0.453,0.458,0.44,0.453,0.483,0.48,0.45,0.457,0.496,0.475,0.502,0.507,0.459,0.505,0.497,0.467,0.494,0.498,0.503,0.482,0.500,0.497
Kage,0.418,0.42,0.463,0.425,0.44,0.42,0.439,0.445,0.446,0.445,0.431,0.475,0.447,0.451,0.443,0.459,0.425,0.47,0.48,0.446,0.444,0.484,0.472,0.482,0.478,0.471,0.497,0.492,0.476,0.497,0.469,0.492,0.476,0.503,0.500
