E.Honda,0.500,0.495,0.509,0.52,0.572,0.616,0.583,0.524,0.549,0.477,0.52,0.522,0.544,0.525,0.589,0.505,0.557,0.532,0.613,0.548,0.572,0.596,0.569,0.564,0.565,0.562,0.607,0.553,0.57,0.567,0.607,0.639,0.604,0.577,0.613,0.653,0.574,0.581,0.586,0.634
Urien,0.505,0.500,0.505,0.494,0.501,0.542,0.544,0.475,0.553,0.557,0.536,0.557,0.541,0.519,0.523,0.557,0.578,0.546,0.572,0.539,0.559,0.557,0.556,0.554,0.562,0.553,0.572,0.557,0.574,0.576,0.584,0.596,0.566,0.557,0.564,0.575,0.57,0.589,0.584,0.587
CLAW,0.491,0.495,0.500,0.537,0.481,0.6,0.51,0.553,0.532,0.606,0.494,0.507,0.563,0.503,0.595,0.531,0.504,0.499,0.554,0.564,0.508,0.545,0.5,0.58,0.579,0.509,0.565,0.555,0.521,0.594,0.593,0.6,0.552,0.555,0.566,0.621,0.547,0.575,0.55,0.582
DICTATOR,0.48,0.506,0.463,0.500,0.519,0.521,0.488,0.537,0.513,0.51,0.534,0.534,0.516,0.525,0.572,0.492,0.534,0.483,0.554,0.601,0.541,0.542,0.532,0.57,0.541,0.53,0.581,0.553,0.54,0.576,0.565,0.588,0.563,0.524,0.566,0.623,0.564,0.579,0.579,0.551
BOXER,0.428,0.499,0.519,0.481,0.500,0.562,0.495,0.483,0.483,0.502,0.533,0.498,0.501,0.538,0.58,0.47,0.535,0.496,0.554,0.551,0.535,0.559,0.542,0.568,0.578,0.534,0.562,0.554,0.558,0.58,0.575,0.561,0.595,0.548,0.566,0.623,0.556,0.562,0.581,0.616
Dhalsim,0.384,0.458,0.4,0.479,0.438,0.500,0.45,0.488,0.517,0.483,0.562,0.523,0.478,0.549,0.598,0.664,0.529,0.485,0.575,0.604,0.478,0.524,0.476,0.533,0.511,0.582,0.51,0.573,0.532,0.566,0.565,0.563,0.554,0.531,0.532,0.55,0.574,0.543,0.577,0.48
Blanka,0.417,0.456,0.49,0.512,0.505,0.55,0.500,0.514,0.525,0.459,0.488,0.524,0.499,0.49,0.535,0.541,0.513,0.492,0.549,0.559,0.533,0.529,0.545,0.538,0.52,0.544,0.56,0.549,0.526,0.551,0.546,0.546,0.578,0.544,0.564,0.603,0.569,0.561,0.551,0.566
FANG,0.476,0.525,0.447,0.463,0.517,0.513,0.486,0.500,0.49,0.491,0.545,0.475,0.522,0.52,0.511,0.511,0.535,0.504,0.522,0.54,0.478,0.552,0.509,0.537,0.533,0.547,0.526,0.552,0.527,0.57,0.554,0.581,0.555,0.53,0.533,0.565,0.553,0.536,0.562,0.539
Birdie,0.451,0.447,0.468,0.487,0.517,0.483,0.475,0.51,0.500,0.47,0.533,0.496,0.501,0.501,0.487,0.567,0.52,0.511,0.561,0.521,0.524,0.549,0.552,0.515,0.555,0.525,0.549,0.546,0.51,0.554,0.53,0.588,0.568,0.52,0.539,0.556,0.531,0.567,0.537,0.514
Abigail,0.523,0.443,0.394,0.49,0.498,0.517,0.541,0.509,0.53,0.500,0.5,0.455,0.497,0.48,0.489,0.593,0.547,0.505,0.585,0.525,0.497,0.54,0.541,0.523,0.533,0.517,0.529,0.528,0.504,0.565,0.528,0.585,0.555,0.553,0.577,0.606,0.526,0.547,0.488,0.545
Cody,0.48,0.464,0.506,0.466,0.467,0.438,0.512,0.455,0.467,0.5,0.500,0.494,0.538,0.5,0.516,0.525,0.54,0.5,0.519,0.501,0.548,0.526,0.522,0.524,0.528,0.522,0.568,0.522,0.54,0.564,0.539,0.538,0.537,0.556,0.559,0.568,0.535,0.557,0.557,0.607
Edd,0.478,0.443,0.493,0.466,0.502,0.477,0.476,0.525,0.504,0.545,0.506,0.500,0.544,0.491,0.504,0.531,0.503,0.524,0.519,0.481,0.521,0.516,0.543,0.522,0.512,0.529,0.544,0.499,0.521,0.543,0.56,0.543,0.561,0.569,0.581,0.593,0.541,0.547,0.556,0.581
Alex,0.456,0.459,0.437,0.484,0.499,0.522,0.501,0.478,0.499,0.503,0.462,0.456,0.500,0.524,0.478,0.519,0.536,0.503,0.612,0.552,0.507,0.527,0.515,0.529,0.505,0.525,0.56,0.532,0.525,0.543,0.544,0.55,0.545,0.528,0.543,0.592,0.541,0.543,0.533,0.527
Guile,0.475,0.481,0.497,0.476,0.462,0.451,0.51,0.48,0.499,0.52,0.5,0.509,0.476,0.500,0.503,0.488,0.516,0.491,0.473,0.567,0.482,0.483,0.506,0.532,0.512,0.498,0.517,0.544,0.558,0.542,0.55,0.53,0.521,0.537,0.538,0.52,0.549,0.54,0.553,0.574
Falke,0.412,0.477,0.405,0.428,0.421,0.402,0.465,0.489,0.513,0.511,0.484,0.496,0.522,0.497,0.500,0.583,0.498,0.537,0.437,0.538,0.541,0.515,0.495,0.516,0.536,0.538,0.509,0.548,0.524,0.519,0.537,0.571,0.548,0.544,0.566,0.532,0.542,0.553,0.559,0.549
Zangief,0.495,0.443,0.469,0.508,0.53,0.336,0.459,0.489,0.433,0.407,0.475,0.469,0.481,0.512,0.417,0.500,0.461,0.555,0.424,0.447,0.505,0.534,0.536,0.458,0.488,0.533,0.533,0.523,0.52,0.505,0.539,0.555,0.534,0.556,0.551,0.471,0.558,0.551,0.516,0.553
G,0.443,0.422,0.496,0.466,0.465,0.471,0.487,0.465,0.48,0.453,0.46,0.497,0.464,0.484,0.502,0.539,0.500,0.491,0.506,0.489,0.52,0.511,0.513,0.52,0.522,0.505,0.542,0.527,0.526,0.51,0.506,0.548,0.521,0.499,0.547,0.549,0.528,0.542,0.516,0.53
Laura,0.468,0.454,0.501,0.517,0.504,0.515,0.508,0.496,0.489,0.495,0.5,0.476,0.497,0.509,0.463,0.445,0.509,0.500,0.492,0.489,0.5,0.511,0.515,0.543,0.524,0.509,0.52,0.506,0.503,0.544,0.542,0.517,0.539,0.529,0.529,0.589,0.508,0.52,0.493,0.553
Poison,0.387,0.428,0.446,0.446,0.446,0.425,0.451,0.478,0.439,0.415,0.481,0.481,0.389,0.527,0.563,0.576,0.494,0.508,0.500,0.519,0.512,0.509,0.513,0.482,0.507,0.53,0.532,0.554,0.523,0.518,0.507,0.532,0.528,0.514,0.516,0.517,0.529,0.526,0.554,0.501
Sagat,0.452,0.461,0.436,0.399,0.449,0.397,0.441,0.46,0.479,0.475,0.499,0.519,0.448,0.433,0.462,0.553,0.511,0.511,0.481,0.500,0.478,0.491,0.504,0.46,0.507,0.506,0.52,0.521,0.546,0.537,0.542,0.553,0.501,0.529,0.545,0.492,0.53,0.534,0.546,0.536
Necalli,0.428,0.441,0.492,0.459,0.465,0.522,0.467,0.522,0.476,0.503,0.452,0.479,0.493,0.518,0.459,0.496,0.48,0.5,0.488,0.522,0.500,0.487,0.48,0.508,0.514,0.538,0.48,0.515,0.508,0.508,0.513,0.509,0.524,0.52,0.536,0.532,0.521,0.522,0.516,0.552
Karin,0.404,0.443,0.455,0.458,0.441,0.476,0.471,0.448,0.451,0.46,0.474,0.484,0.473,0.517,0.485,0.466,0.489,0.489,0.491,0.509,0.513,0.500,0.493,0.533,0.516,0.506,0.51,0.528,0.523,0.514,0.503,0.486,0.499,0.522,0.518,0.525,0.529,0.544,0.541,0.543
Kolin,0.431,0.444,0.5,0.468,0.458,0.525,0.455,0.491,0.448,0.459,0.478,0.457,0.485,0.494,0.505,0.464,0.487,0.485,0.487,0.496,0.52,0.507,0.500,0.499,0.509,0.491,0.516,0.51,0.519,0.529,0.542,0.533,0.525,0.526,0.533,0.553,0.516,0.532,0.516,0.545
Nash,0.436,0.446,0.42,0.43,0.432,0.467,0.462,0.463,0.485,0.477,0.476,0.478,0.471,0.468,0.484,0.542,0.48,0.457,0.518,0.54,0.492,0.467,0.501,0.500,0.493,0.505,0.508,0.532,0.514,0.519,0.508,0.508,0.501,0.494,0.522,0.559,0.529,0.528,0.526,0.513
Zeku,0.435,0.438,0.421,0.459,0.422,0.489,0.48,0.467,0.445,0.467,0.472,0.488,0.495,0.488,0.464,0.512,0.478,0.476,0.493,0.493,0.486,0.484,0.491,0.507,0.500,0.472,0.493,0.518,0.51,0.507,0.512,0.507,0.51,0.515,0.54,0.568,0.533,0.542,0.533,0.529
ChunLi,0.438,0.447,0.491,0.47,0.466,0.418,0.456,0.453,0.475,0.483,0.478,0.471,0.475,0.502,0.462,0.467,0.495,0.491,0.47,0.494,0.462,0.494,0.509,0.495,0.528,0.500,0.484,0.513,0.491,0.528,0.507,0.513,0.508,0.499,0.515,0.48,0.516,0.512,0.518,0.512
Juri,0.393,0.428,0.435,0.419,0.438,0.49,0.44,0.474,0.451,0.472,0.432,0.456,0.44,0.483,0.491,0.467,0.458,0.48,0.468,0.48,0.52,0.49,0.484,0.492,0.507,0.516,0.500,0.503,0.488,0.505,0.502,0.504,0.522,0.498,0.517,0.531,0.511,0.514,0.536,0.541
Ryu,0.447,0.443,0.445,0.447,0.446,0.427,0.451,0.448,0.454,0.472,0.478,0.501,0.468,0.456,0.452,0.477,0.473,0.494,0.446,0.479,0.485,0.472,0.49,0.468,0.482,0.487,0.497,0.500,0.517,0.493,0.507,0.492,0.492,0.525,0.506,0.464,0.507,0.516,0.522,0.536
Ken,0.43,0.426,0.479,0.46,0.442,0.468,0.474,0.473,0.49,0.496,0.46,0.479,0.475,0.442,0.476,0.48,0.474,0.497,0.477,0.454,0.492,0.477,0.481,0.486,0.49,0.509,0.512,0.483,0.500,0.482,0.487,0.49,0.496,0.522,0.505,0.505,0.508,0.495,0.509,0.544
Gill,0.433,0.424,0.406,0.424,0.42,0.434,0.449,0.43,0.446,0.435,0.436,0.457,0.457,0.458,0.481,0.495,0.49,0.456,0.482,0.463,0.492,0.486,0.471,0.481,0.493,0.472,0.495,0.507,0.518,0.500,0.532,0.525,0.506,0.523,0.501,0.466,0.503,0.534,0.52,0.496
Lucia,0.393,0.416,0.407,0.435,0.425,0.435,0.454,0.446,0.47,0.472,0.461,0.44,0.456,0.45,0.463,0.461,0.494,0.458,0.493,0.458,0.487,0.497,0.458,0.492,0.488,0.493,0.498,0.493,0.513,0.468,0.500,0.501,0.511,0.507,0.517,0.541,0.523,0.503,0.517,0.533
Seth,0.361,0.404,0.4,0.412,0.439,0.437,0.454,0.419,0.412,0.415,0.462,0.457,0.45,0.47,0.429,0.445,0.452,0.483,0.468,0.447,0.491,0.514,0.467,0.492,0.493,0.487,0.496,0.508,0.51,0.475,0.499,0.500,0.529,0.513,0.534,0.45,0.528,0.536,0.53,0.527
Ibuki,0.396,0.434,0.448,0.437,0.405,0.446,0.422,0.445,0.432,0.445,0.463,0.439,0.455,0.479,0.452,0.466,0.479,0.461,0.472,0.5,0.476,0.501,0.475,0.499,0.49,0.492,0.478,0.508,0.504,0.494,0.489,0.471,0.500,0.519,0.507,0.505,0.499,0.503,0.521,0.516
