Falke,0.433,0.473,0.464,0.448,0.467,0.486,0.484,0.494,0.512,0.438,0.500,0.502,0.498,0.514,0.492,0.592,0.533,0.563,0.465,0.494,0.497,0.539,0.506,0.512,0.523,0.544,0.518,0.519,0.533,0.518,0.529,0.539,0.545,0.548,0.543,0.547,0.54,0.563,0.563,0.569,0.632
Abigail,0.508,0.445,0.496,0.516,0.533,0.425,0.446,0.537,0.501,0.53,0.498,0.500,0.471,0.492,0.505,0.598,0.515,0.537,0.503,0.525,0.54,0.538,0.552,0.497,0.532,0.513,0.508,0.529,0.491,0.542,0.553,0.537,0.529,0.604,0.552,0.533,0.498,0.595,0.585,0.54,0.61
Guile,0.481,0.496,0.466,0.482,0.517,0.511,0.507,0.505,0.474,0.472,0.502,0.529,0.500,0.524,0.514,0.477,0.488,0.551,0.526,0.535,0.524,0.482,0.482,0.493,0.524,0.539,0.535,0.486,0.552,0.525,0.508,0.512,0.527,0.535,0.533,0.553,0.552,0.545,0.542,0.581,0.607
Cody,0.467,0.46,0.467,0.485,0.482,0.516,0.488,0.476,0.51,0.447,0.486,0.508,0.476,0.500,0.469,0.505,0.498,0.489,0.512,0.525,0.525,0.509,0.502,0.533,0.521,0.511,0.531,0.541,0.536,0.512,0.53,0.549,0.529,0.557,0.548,0.528,0.541,0.568,0.543,0.568,0.625
FANG,0.464,0.502,0.452,0.507,0.451,0.453,0.471,0.501,0.514,0.476,0.509,0.495,0.486,0.531,0.500,0.492,0.478,0.54,0.517,0.547,0.503,0.553,0.541,0.499,0.506,0.523,0.536,0.512,0.507,0.516,0.519,0.54,0.522,0.569,0.533,0.527,0.519,0.512,0.524,0.529,0.596
Zangief,0.484,0.444,0.516,0.54,0.444,0.472,0.461,0.447,0.48,0.353,0.408,0.402,0.523,0.495,0.508,0.500,0.553,0.437,0.458,0.473,0.47,0.526,0.437,0.513,0.491,0.522,0.504,0.533,0.513,0.54,0.528,0.544,0.555,0.554,0.567,0.568,0.517,0.555,0.461,0.559,0.613
Laura,0.46,0.466,0.519,0.498,0.509,0.513,0.455,0.493,0.515,0.516,0.467,0.485,0.512,0.502,0.522,0.447,0.500,0.491,0.541,0.515,0.498,0.509,0.527,0.501,0.521,0.496,0.495,0.518,0.495,0.523,0.513,0.534,0.509,0.518,0.532,0.516,0.509,0.533,0.567,0.559,0.587
Sagat,0.465,0.467,0.412,0.451,0.447,0.435,0.493,0.482,0.456,0.412,0.437,0.463,0.449,0.511,0.46,0.563,0.509,0.500,0.466,0.521,0.528,0.486,0.474,0.489,0.503,0.524,0.518,0.491,0.531,0.524,0.521,0.519,0.517,0.555,0.539,0.532,0.543,0.551,0.512,0.532,0.625
Nash,0.421,0.479,0.453,0.441,0.477,0.457,0.492,0.494,0.484,0.472,0.535,0.497,0.474,0.488,0.483,0.542,0.459,0.534,0.500,0.5,0.507,0.501,0.516,0.494,0.496,0.521,0.519,0.481,0.511,0.514,0.517,0.538,0.512,0.51,0.523,0.524,0.541,0.515,0.585,0.545,0.597
Gill,0.455,0.447,0.438,0.444,0.488,0.465,0.468,0.474,0.469,0.447,0.506,0.475,0.465,0.475,0.453,0.527,0.485,0.479,0.5,0.500,0.517,0.496,0.489,0.504,0.524,0.521,0.522,0.522,0.536,0.518,0.515,0.487,0.538,0.545,0.546,0.526,0.534,0.549,0.491,0.536,0.646
G,0.429,0.431,0.466,0.433,0.463,0.462,0.484,0.462,0.457,0.476,0.503,0.46,0.476,0.475,0.497,0.53,0.502,0.472,0.493,0.484,0.500,0.515,0.511,0.518,0.51,0.515,0.524,0.519,0.514,0.534,0.537,0.507,0.53,0.546,0.5,0.537,0.528,0.551,0.541,0.536,0.579
Karin,0.414,0.456,0.456,0.453,0.48,0.475,0.469,0.439,0.463,0.47,0.461,0.462,0.518,0.491,0.447,0.474,0.491,0.514,0.499,0.504,0.485,0.500,0.512,0.502,0.49,0.518,0.503,0.492,0.527,0.499,0.505,0.514,0.527,0.493,0.536,0.537,0.544,0.526,0.519,0.534,0.569
Poison,0.386,0.436,0.421,0.441,0.415,0.457,0.466,0.426,0.424,0.444,0.494,0.448,0.518,0.498,0.459,0.563,0.473,0.526,0.484,0.511,0.489,0.488,0.500,0.497,0.498,0.547,0.484,0.492,0.529,0.532,0.518,0.55,0.505,0.521,0.495,0.543,0.527,0.522,0.537,0.49,0.567
Necalli,0.406,0.471,0.475,0.455,0.437,0.47,0.467,0.469,0.459,0.514,0.488,0.503,0.507,0.467,0.501,0.487,0.499,0.511,0.506,0.496,0.482,0.498,0.503,0.500,0.501,0.508,0.489,0.516,0.504,0.509,0.516,0.527,0.517,0.512,0.521,0.528,0.522,0.519,0.553,0.554,0.578
Zeku,0.431,0.437,0.455,0.424,0.471,0.432,0.474,0.466,0.477,0.515,0.477,0.468,0.476,0.479,0.494,0.509,0.48,0.497,0.504,0.476,0.49,0.51,0.502,0.499,0.500,0.513,0.502,0.499,0.513,0.496,0.497,0.49,0.523,0.52,0.521,0.553,0.54,0.544,0.565,0.53,0.614
Ryu,0.455,0.458,0.452,0.45,0.446,0.472,0.492,0.466,0.47,0.446,0.456,0.487,0.461,0.489,0.477,0.478,0.504,0.476,0.479,0.479,0.485,0.482,0.453,0.492,0.487,0.500,0.497,0.499,0.515,0.502,0.507,0.507,0.517,0.508,0.537,0.511,0.526,0.512,0.489,0.548,0.608
Lucia,0.398,0.46,0.453,0.451,0.448,0.44,0.441,0.485,0.453,0.468,0.482,0.492,0.465,0.469,0.464,0.496,0.505,0.482,0.481,0.478,0.476,0.497,0.516,0.511,0.498,0.503,0.500,0.526,0.503,0.503,0.502,0.505,0.512,0.516,0.524,0.523,0.524,0.521,0.54,0.548,0.597
Ibuki,0.407,0.45,0.45,0.45,0.419,0.449,0.434,0.48,0.461,0.496,0.481,0.471,0.514,0.459,0.488,0.467,0.482,0.509,0.519,0.478,0.481,0.508,0.508,0.484,0.501,0.501,0.474,0.500,0.496,0.515,0.499,0.517,0.506,0.498,0.533,0.518,0.516,0.512,0.537,0.524,0.547
Ken,0.44,0.45,0.472,0.455,0.475,0.484,0.488,0.491,0.487,0.475,0.467,0.509,0.448,0.464,0.493,0.487,0.505,0.469,0.489,0.464,0.486,0.473,0.471,0.496,0.487,0.485,0.497,0.504,0.500,0.501,0.512,0.515,0.499,0.485,0.525,0.509,0.514,0.509,0.509,0.564,0.566
Kolin,0.412,0.433,0.451,0.427,0.444,0.479,0.436,0.404,0.459,0.503,0.482,0.458,0.475,0.488,0.484,0.46,0.477,0.476,0.486,0.482,0.466,0.501,0.468,0.492,0.504,0.498,0.497,0.485,0.499,0.500,0.503,0.484,0.515,0.52,0.533,0.508,0.508,0.541,0.522,0.545,0.57
Juri,0.397,0.437,0.432,0.436,0.436,0.434,0.451,0.436,0.439,0.505,0.471,0.447,0.492,0.47,0.481,0.472,0.487,0.479,0.483,0.485,0.463,0.495,0.482,0.484,0.503,0.493,0.498,0.501,0.488,0.497,0.500,0.511,0.493,0.497,0.51,0.512,0.522,0.524,0.539,0.533,0.57
ChunLi,0.426,0.456,0.467,0.457,0.444,0.484,0.443,0.442,0.466,0.411,0.461,0.463,0.488,0.451,0.46,0.456,0.466,0.481,0.462,0.513,0.493,0.486,0.45,0.473,0.51,0.493,0.495,0.483,0.485,0.516,0.489,0.500,0.495,0.522,0.49,0.501,0.519,0.496,0.478,0.534,0.561
Kage,0.429,0.427,0.441,0.445,0.45,0.45,0.448,0.449,0.466,0.468,0.455,0.471,0.473,0.471,0.478,0.445,0.491,0.483,0.488,0.462,0.47,0.473,0.496,0.483,0.477,0.483,0.488,0.494,0.501,0.485,0.507,0.505,0.500,0.471,0.524,0.52,0.519,0.509,0.523,0.545,0.555
Seth,0.365,0.405,0.407,0.416,0.446,0.417,0.414,0.411,0.437,0.441,0.452,0.396,0.465,0.444,0.431,0.446,0.482,0.445,0.49,0.455,0.454,0.507,0.479,0.488,0.48,0.492,0.484,0.502,0.515,0.48,0.503,0.478,0.529,0.500,0.492,0.53,0.513,0.537,0.464,0.55,0.529
R.Mika,0.409,0.439,0.483,0.455,0.44,0.446,0.422,0.463,0.461,0.476,0.457,0.448,0.468,0.452,0.467,0.433,0.468,0.461,0.477,0.454,0.5,0.464,0.505,0.479,0.479,0.463,0.476,0.467,0.475,0.467,0.49,0.51,0.476,0.508,0.500,0.52,0.52,0.504,0.561,0.51,0.531
Akuma,0.438,0.439,0.442,0.437,0.433,0.471,0.458,0.459,0.465,0.431,0.453,0.467,0.447,0.472,0.473,0.432,0.484,0.468,0.476,0.474,0.463,0.463,0.457,0.472,0.447,0.489,0.477,0.482,0.491,0.492,0.488,0.499,0.48,0.47,0.48,0.500,0.506,0.491,0.5,0.528,0.553
Sakura,0.425,0.422,0.426,0.425,0.436,0.461,0.452,0.456,0.461,0.435,0.46,0.502,0.448,0.459,0.481,0.483,0.491,0.457,0.459,0.466,0.472,0.456,0.473,0.478,0.46,0.474,0.476,0.484,0.486,0.492,0.478,0.481,0.481,0.487,0.48,0.494,0.500,0.492,0.528,0.53,0.547
Cammy,0.356,0.427,0.427,0.419,0.437,0.459,0.412,0.464,0.446,0.481,0.437,0.405,0.455,0.432,0.488,0.445,0.467,0.449,0.485,0.451,0.449,0.474,0.478,0.481,0.456,0.488,0.479,0.488,0.491,0.459,0.476,0.504,0.491,0.463,0.496,0.509,0.508,0.500,0.478,0.534,0.532
Menat,0.357,0.422,0.353,0.379,0.367,0.39,0.412,0.46,0.41,0.449,0.437,0.415,0.458,0.457,0.476,0.539,0.433,0.488,0.415,0.509,0.459,0.481,0.463,0.447,0.435,0.511,0.46,0.463,0.491,0.478,0.461,0.522,0.477,0.536,0.439,0.5,0.472,0.522,0.500,0.447,0.53
Rashid,0.39,0.424,0.435,0.394,0.446,0.457,0.395,0.467,0.487,0.513,0.431,0.46,0.419,0.432,0.471,0.441,0.441,0.468,0.455,0.464,0.464,0.466,0.51,0.446,0.47,0.452,0.452,0.476,0.436,0.455,0.468,0.466,0.455,0.45,0.49,0.472,0.47,0.466,0.553,0.500,0.514
Dan,0.324,0.358,0.379,0.382,0.38,0.367,0.377,0.366,0.387,0.385,0.368,0.39,0.393,0.375,0.404,0.387,0.413,0.375,0.403,0.354,0.421,0.432,0.433,0.422,0.386,0.392,0.403,0.453,0.434,0.43,0.43,0.44,0.445,0.471,0.469,0.447,0.453,0.468,0.47,0.486,0.500
