Juri,0.423,0.41,0.476,0.438,0.458,0.456,0.454,0.48,0.464,0.471,0.461,0.48,0.47,0.48,0.487,0.492,0.487,0.504,0.481,0.491,0.501,0.481,0.484,0.497,0.488,0.500,0.505,0.496,0.514,0.501,0.504,0.527,0.521,0.537,0.561
Ryu,0.441,0.429,0.433,0.46,0.448,0.438,0.449,0.452,0.467,0.469,0.496,0.471,0.486,0.47,0.468,0.488,0.475,0.48,0.467,0.486,0.488,0.493,0.496,0.513,0.488,0.495,0.500,0.512,0.477,0.496,0.529,0.509,0.505,0.529,0.562
Ken,0.444,0.455,0.455,0.479,0.478,0.467,0.466,0.441,0.489,0.479,0.496,0.489,0.509,0.484,0.476,0.486,0.492,0.486,0.477,0.483,0.489,0.503,0.47,0.522,0.474,0.504,0.488,0.500,0.498,0.496,0.534,0.536,0.512,0.518,0.532
Menat,0.438,0.382,0.458,0.437,0.469,0.43,0.427,0.478,0.401,0.569,0.425,0.499,0.478,0.483,0.449,0.479,0.458,0.469,0.492,0.462,0.48,0.486,0.491,0.458,0.534,0.486,0.523,0.502,0.500,0.505,0.487,0.56,0.533,0.504,0.549
Akuma,0.452,0.433,0.437,0.457,0.452,0.467,0.443,0.455,0.467,0.443,0.487,0.496,0.491,0.473,0.478,0.5,0.485,0.475,0.483,0.494,0.485,0.475,0.498,0.516,0.5,0.499,0.504,0.504,0.495,0.500,0.509,0.517,0.504,0.529,0.53
Rashid,0.46,0.451,0.528,0.466,0.49,0.428,0.45,0.426,0.497,0.458,0.445,0.478,0.484,0.475,0.496,0.481,0.508,0.5,0.494,0.503,0.474,0.476,0.459,0.476,0.497,0.496,0.471,0.466,0.513,0.492,0.500,0.523,0.488,0.502,0.533
ChunLi,0.439,0.455,0.387,0.494,0.459,0.454,0.461,0.477,0.475,0.456,0.465,0.44,0.467,0.48,0.469,0.504,0.477,0.503,0.48,0.479,0.468,0.473,0.48,0.471,0.485,0.473,0.491,0.464,0.44,0.483,0.477,0.500,0.477,0.509,0.549
Cammy,0.436,0.421,0.471,0.448,0.445,0.447,0.452,0.454,0.451,0.442,0.439,0.482,0.425,0.476,0.489,0.464,0.443,0.444,0.456,0.479,0.468,0.486,0.445,0.49,0.452,0.48,0.495,0.488,0.467,0.496,0.512,0.523,0.500,0.51,0.524
Sakura,0.408,0.412,0.428,0.441,0.463,0.434,0.444,0.432,0.483,0.47,0.464,0.459,0.515,0.447,0.454,0.464,0.458,0.459,0.478,0.455,0.484,0.459,0.446,0.498,0.463,0.463,0.471,0.482,0.496,0.471,0.498,0.491,0.49,0.500,0.528
Kage,0.358,0.363,0.38,0.359,0.359,0.381,0.388,0.392,0.384,0.369,0.406,0.395,0.414,0.407,0.422,0.4,0.406,0.396,0.404,0.432,0.425,0.427,0.413,0.433,0.417,0.439,0.438,0.468,0.451,0.47,0.467,0.451,0.476,0.472,0.500
