Kolin,0.446,0.486,0.527,0.462,0.513,0.467,0.526,0.492,0.502,0.502,0.529,0.500,0.48,0.498,0.479,0.502,0.518,0.495,0.513,0.49,0.528,0.525,0.525,0.541,0.519,0.502,0.52,0.514,0.513,0.521,0.531,0.547,0.514,0.544,0.566
Edd,0.446,0.457,0.45,0.47,0.48,0.495,0.472,0.571,0.495,0.484,0.537,0.52,0.500,0.514,0.525,0.517,0.49,0.506,0.548,0.535,0.53,0.521,0.514,0.506,0.513,0.521,0.506,0.494,0.549,0.513,0.551,0.551,0.531,0.588,0.552
FANG,0.517,0.463,0.47,0.489,0.469,0.502,0.472,0.518,0.534,0.498,0.483,0.502,0.486,0.500,0.471,0.51,0.503,0.541,0.537,0.491,0.541,0.538,0.52,0.517,0.556,0.536,0.507,0.528,0.503,0.516,0.527,0.483,0.502,0.509,0.54
Zangief,0.439,0.51,0.337,0.439,0.492,0.56,0.499,0.439,0.508,0.499,0.487,0.521,0.475,0.529,0.500,0.449,0.5,0.521,0.399,0.551,0.505,0.553,0.477,0.519,0.453,0.539,0.513,0.52,0.536,0.548,0.533,0.548,0.514,0.449,0.571
G,0.408,0.467,0.476,0.478,0.494,0.46,0.477,0.445,0.501,0.486,0.48,0.498,0.483,0.49,0.551,0.500,0.52,0.5,0.531,0.48,0.485,0.476,0.509,0.527,0.495,0.52,0.529,0.537,0.512,0.538,0.541,0.556,0.528,0.538,0.554
Zeku,0.46,0.454,0.524,0.453,0.46,0.456,0.476,0.478,0.504,0.492,0.501,0.482,0.51,0.497,0.5,0.48,0.500,0.511,0.506,0.485,0.503,0.486,0.522,0.495,0.527,0.481,0.515,0.525,0.502,0.543,0.51,0.533,0.523,0.551,0.555
Ibuki,0.448,0.44,0.477,0.477,0.468,0.478,0.469,0.475,0.494,0.527,0.484,0.505,0.494,0.46,0.479,0.5,0.489,0.500,0.492,0.499,0.501,0.512,0.522,0.51,0.53,0.512,0.521,0.524,0.5,0.509,0.511,0.52,0.525,0.516,0.54
Falke,0.432,0.408,0.399,0.488,0.443,0.418,0.454,0.502,0.498,0.48,0.488,0.487,0.452,0.463,0.601,0.469,0.494,0.508,0.500,0.522,0.5,0.493,0.486,0.512,0.552,0.532,0.515,0.522,0.514,0.517,0.514,0.541,0.524,0.512,0.547
Laura,0.457,0.519,0.512,0.499,0.535,0.514,0.506,0.504,0.487,0.507,0.512,0.51,0.465,0.509,0.449,0.52,0.515,0.501,0.478,0.500,0.512,0.522,0.542,0.513,0.489,0.521,0.481,0.492,0.525,0.491,0.518,0.516,0.482,0.544,0.526
Cody,0.437,0.433,0.429,0.461,0.5,0.471,0.478,0.489,0.495,0.484,0.508,0.472,0.47,0.459,0.496,0.515,0.497,0.499,0.5,0.488,0.500,0.494,0.517,0.508,0.491,0.508,0.526,0.499,0.535,0.51,0.533,0.534,0.529,0.511,0.54
R.Mika,0.447,0.484,0.478,0.476,0.502,0.513,0.485,0.449,0.469,0.494,0.5,0.475,0.479,0.462,0.447,0.524,0.514,0.488,0.507,0.478,0.506,0.500,0.528,0.506,0.487,0.528,0.502,0.501,0.494,0.523,0.526,0.503,0.52,0.538,0.517
Nash,0.472,0.438,0.465,0.479,0.456,0.45,0.477,0.491,0.48,0.483,0.488,0.475,0.486,0.48,0.523,0.491,0.478,0.478,0.514,0.458,0.483,0.472,0.500,0.482,0.538,0.505,0.504,0.518,0.494,0.512,0.522,0.506,0.528,0.573,0.522
Necalli,0.441,0.447,0.492,0.458,0.484,0.443,0.461,0.484,0.48,0.513,0.479,0.459,0.494,0.483,0.481,0.473,0.505,0.49,0.488,0.487,0.492,0.494,0.518,0.500,0.529,0.518,0.504,0.512,0.506,0.508,0.504,0.515,0.507,0.51,0.543
Sagat,0.453,0.388,0.393,0.467,0.425,0.439,0.44,0.452,0.47,0.429,0.455,0.481,0.487,0.444,0.547,0.505,0.473,0.47,0.448,0.511,0.509,0.513,0.462,0.471,0.500,0.498,0.531,0.522,0.509,0.506,0.519,0.532,0.528,0.484,0.533
ChunLi,0.436,0.448,0.42,0.471,0.496,0.472,0.462,0.478,0.482,0.493,0.5,0.498,0.479,0.464,0.461,0.48,0.519,0.488,0.468,0.479,0.492,0.472,0.495,0.482,0.502,0.500,0.487,0.513,0.495,0.498,0.49,0.489,0.516,0.466,0.514
Ken,0.442,0.448,0.447,0.472,0.483,0.462,0.472,0.508,0.471,0.455,0.491,0.48,0.494,0.493,0.487,0.471,0.485,0.479,0.485,0.519,0.474,0.498,0.496,0.496,0.469,0.513,0.500,0.488,0.524,0.5,0.514,0.505,0.507,0.513,0.509
Ryu,0.445,0.424,0.42,0.448,0.457,0.446,0.462,0.484,0.464,0.461,0.478,0.486,0.506,0.472,0.48,0.463,0.475,0.476,0.478,0.508,0.501,0.499,0.482,0.488,0.478,0.487,0.512,0.500,0.514,0.498,0.506,0.509,0.521,0.485,0.527
Rashid,0.456,0.466,0.518,0.486,0.467,0.455,0.478,0.5,0.469,0.456,0.506,0.487,0.451,0.497,0.464,0.488,0.498,0.501,0.486,0.475,0.465,0.506,0.506,0.494,0.491,0.505,0.476,0.486,0.500,0.485,0.509,0.485,0.498,0.581,0.5
Akuma,0.449,0.435,0.43,0.467,0.456,0.475,0.451,0.494,0.471,0.464,0.473,0.479,0.487,0.484,0.452,0.462,0.457,0.491,0.483,0.509,0.49,0.477,0.488,0.492,0.494,0.502,0.5,0.502,0.515,0.500,0.51,0.493,0.521,0.509,0.514
Juri,0.416,0.405,0.467,0.445,0.446,0.465,0.437,0.453,0.461,0.481,0.45,0.469,0.449,0.473,0.467,0.459,0.49,0.489,0.486,0.482,0.467,0.474,0.478,0.496,0.481,0.51,0.486,0.494,0.491,0.49,0.500,0.517,0.497,0.512,0.516
Cammy,0.434,0.421,0.475,0.438,0.457,0.456,0.451,0.432,0.468,0.467,0.451,0.453,0.449,0.517,0.452,0.444,0.467,0.48,0.459,0.484,0.466,0.497,0.494,0.485,0.468,0.511,0.495,0.492,0.515,0.507,0.484,0.500,0.513,0.517,0.499
Sakura,0.412,0.425,0.437,0.462,0.471,0.434,0.454,0.518,0.464,0.455,0.499,0.486,0.469,0.498,0.486,0.472,0.477,0.476,0.476,0.518,0.472,0.48,0.472,0.493,0.472,0.484,0.493,0.479,0.502,0.479,0.503,0.487,0.500,0.532,0.507
Menat,0.435,0.38,0.433,0.464,0.426,0.402,0.397,0.42,0.468,0.479,0.421,0.456,0.412,0.491,0.551,0.462,0.449,0.484,0.488,0.456,0.489,0.462,0.427,0.49,0.517,0.534,0.487,0.515,0.419,0.491,0.488,0.483,0.468,0.500,0.518
Kage,0.412,0.409,0.443,0.412,0.438,0.444,0.439,0.45,0.433,0.465,0.454,0.434,0.448,0.46,0.429,0.446,0.445,0.46,0.453,0.474,0.46,0.483,0.478,0.457,0.467,0.486,0.491,0.473,0.5,0.486,0.484,0.501,0.493,0.482,0.500
