Alex,0.449,0.467,0.519,0.46,0.509,0.51,0.499,0.483,0.504,0.523,0.488,0.463,0.511,0.519,0.509,0.481,0.500,0.49,0.47,0.496,0.486,0.508,0.518,0.518,0.481,0.515,0.593,0.527,0.505,0.518,0.54,0.526,0.536,0.506,0.543
Falke,0.463,0.413,0.413,0.463,0.42,0.471,0.484,0.435,0.491,0.475,0.468,0.473,0.511,0.49,0.595,0.494,0.51,0.500,0.544,0.498,0.503,0.48,0.509,0.488,0.484,0.529,0.507,0.506,0.523,0.514,0.564,0.533,0.536,0.52,0.537
Laura,0.457,0.515,0.516,0.526,0.508,0.502,0.508,0.504,0.495,0.503,0.513,0.461,0.494,0.515,0.451,0.508,0.53,0.456,0.500,0.508,0.52,0.523,0.519,0.572,0.523,0.516,0.546,0.513,0.492,0.5,0.503,0.496,0.514,0.499,0.522
Necalli,0.458,0.445,0.502,0.489,0.445,0.455,0.467,0.486,0.497,0.521,0.467,0.493,0.475,0.476,0.493,0.496,0.504,0.502,0.492,0.500,0.479,0.483,0.501,0.522,0.515,0.52,0.516,0.496,0.505,0.514,0.512,0.524,0.529,0.532,0.541
Cody,0.446,0.433,0.424,0.512,0.481,0.474,0.47,0.449,0.504,0.486,0.494,0.477,0.491,0.5,0.503,0.501,0.514,0.497,0.48,0.521,0.500,0.517,0.507,0.517,0.511,0.495,0.502,0.55,0.521,0.504,0.505,0.499,0.551,0.532,0.542
R.Mika,0.444,0.486,0.492,0.485,0.49,0.473,0.486,0.471,0.457,0.491,0.491,0.479,0.472,0.511,0.46,0.516,0.492,0.52,0.477,0.517,0.483,0.500,0.496,0.537,0.502,0.533,0.558,0.524,0.5,0.529,0.502,0.499,0.516,0.552,0.512
Ibuki,0.451,0.453,0.464,0.467,0.485,0.445,0.466,0.461,0.466,0.524,0.495,0.486,0.496,0.478,0.477,0.479,0.482,0.491,0.481,0.499,0.493,0.504,0.500,0.535,0.484,0.511,0.505,0.515,0.515,0.509,0.535,0.521,0.513,0.527,0.537
Nash,0.453,0.437,0.466,0.461,0.445,0.46,0.461,0.474,0.471,0.482,0.476,0.493,0.468,0.49,0.523,0.468,0.482,0.512,0.428,0.478,0.483,0.463,0.465,0.500,0.483,0.513,0.558,0.5,0.523,0.506,0.534,0.535,0.489,0.532,0.516
Rashid,0.454,0.45,0.539,0.472,0.442,0.464,0.474,0.484,0.498,0.445,0.487,0.441,0.482,0.486,0.478,0.475,0.519,0.516,0.477,0.485,0.489,0.498,0.516,0.517,0.500,0.502,0.577,0.502,0.482,0.504,0.512,0.503,0.491,0.492,0.512
ChunLi,0.43,0.46,0.422,0.489,0.468,0.445,0.463,0.44,0.472,0.491,0.495,0.478,0.509,0.499,0.454,0.5,0.485,0.471,0.484,0.48,0.505,0.468,0.489,0.487,0.498,0.500,0.454,0.478,0.493,0.5,0.505,0.516,0.497,0.518,0.511
Menat,0.415,0.382,0.489,0.423,0.422,0.403,0.498,0.489,0.405,0.528,0.451,0.427,0.483,0.451,0.548,0.449,0.407,0.493,0.454,0.484,0.498,0.442,0.495,0.442,0.423,0.546,0.500,0.491,0.516,0.512,0.537,0.547,0.516,0.498,0.493
Juri,0.422,0.417,0.457,0.44,0.444,0.453,0.435,0.464,0.47,0.486,0.481,0.462,0.465,0.459,0.471,0.513,0.473,0.494,0.487,0.504,0.45,0.476,0.485,0.5,0.498,0.522,0.509,0.500,0.498,0.501,0.491,0.504,0.528,0.525,0.526
Ken,0.446,0.45,0.443,0.471,0.453,0.471,0.469,0.461,0.504,0.449,0.478,0.493,0.474,0.47,0.487,0.479,0.495,0.477,0.508,0.495,0.479,0.5,0.485,0.477,0.518,0.507,0.484,0.502,0.500,0.493,0.472,0.488,0.505,0.514,0.508
Akuma,0.449,0.437,0.428,0.462,0.458,0.451,0.467,0.464,0.486,0.468,0.485,0.484,0.47,0.473,0.454,0.47,0.482,0.486,0.5,0.486,0.496,0.471,0.491,0.494,0.496,0.5,0.488,0.499,0.507,0.500,0.507,0.505,0.497,0.523,0.514
Sagat,0.439,0.391,0.366,0.399,0.438,0.424,0.471,0.432,0.444,0.419,0.486,0.48,0.471,0.5,0.544,0.478,0.46,0.436,0.497,0.488,0.495,0.498,0.465,0.466,0.488,0.496,0.463,0.509,0.528,0.493,0.500,0.516,0.536,0.532,0.51
Ryu,0.437,0.43,0.411,0.459,0.433,0.462,0.444,0.444,0.482,0.458,0.468,0.504,0.462,0.453,0.475,0.477,0.474,0.467,0.505,0.476,0.501,0.501,0.479,0.465,0.497,0.484,0.453,0.496,0.512,0.495,0.484,0.500,0.498,0.519,0.525
Cammy,0.429,0.421,0.469,0.462,0.457,0.466,0.447,0.496,0.433,0.471,0.443,0.451,0.472,0.451,0.456,0.462,0.464,0.464,0.486,0.471,0.449,0.484,0.488,0.511,0.509,0.503,0.484,0.472,0.495,0.503,0.464,0.502,0.500,0.51,0.504
Sakura,0.41,0.418,0.403,0.447,0.428,0.429,0.462,0.452,0.531,0.436,0.488,0.473,0.453,0.477,0.491,0.444,0.494,0.48,0.501,0.468,0.468,0.448,0.473,0.468,0.508,0.482,0.502,0.475,0.486,0.477,0.468,0.481,0.49,0.500,0.496
Kage,0.409,0.419,0.443,0.439,0.437,0.451,0.429,0.448,0.453,0.468,0.452,0.446,0.445,0.452,0.426,0.45,0.457,0.463,0.478,0.459,0.458,0.488,0.463,0.484,0.488,0.489,0.507,0.474,0.492,0.486,0.49,0.475,0.496,0.504,0.500
