Alex,0.46,0.457,0.5,0.552,0.523,0.511,0.51,0.476,0.489,0.492,0.455,0.500,0.527,0.513,0.503,0.506,0.512,0.504,0.524,0.576,0.481,0.514,0.488,0.521,0.504,0.538,0.529,0.56,0.523,0.521,0.523,0.513,0.56,0.5
Zangief,0.489,0.43,0.463,0.352,0.488,0.446,0.557,0.475,0.503,0.418,0.472,0.473,0.500,0.46,0.531,0.508,0.521,0.52,0.505,0.41,0.553,0.543,0.513,0.521,0.509,0.524,0.425,0.471,0.536,0.516,0.557,0.529,0.455,0.53
Nash,0.438,0.48,0.456,0.476,0.483,0.488,0.464,0.46,0.459,0.496,0.504,0.487,0.54,0.500,0.483,0.481,0.476,0.492,0.494,0.542,0.451,0.48,0.495,0.53,0.521,0.51,0.535,0.521,0.501,0.513,0.518,0.524,0.558,0.534
R.Mika,0.491,0.449,0.482,0.495,0.485,0.485,0.504,0.501,0.476,0.473,0.482,0.497,0.469,0.517,0.500,0.524,0.508,0.481,0.506,0.517,0.479,0.483,0.513,0.498,0.505,0.52,0.514,0.541,0.508,0.516,0.533,0.513,0.515,0.529
Zeku,0.447,0.44,0.475,0.509,0.49,0.446,0.462,0.454,0.481,0.484,0.501,0.494,0.492,0.519,0.476,0.500,0.496,0.496,0.511,0.526,0.493,0.507,0.504,0.506,0.519,0.508,0.531,0.523,0.521,0.517,0.529,0.514,0.535,0.537
Ibuki,0.438,0.459,0.451,0.496,0.515,0.474,0.47,0.471,0.479,0.465,0.476,0.488,0.479,0.524,0.492,0.505,0.500,0.501,0.51,0.503,0.515,0.519,0.501,0.509,0.512,0.508,0.514,0.51,0.511,0.504,0.501,0.534,0.537,0.538
Kolin,0.47,0.438,0.479,0.512,0.488,0.443,0.471,0.486,0.463,0.473,0.452,0.496,0.48,0.508,0.519,0.504,0.5,0.500,0.535,0.511,0.497,0.498,0.506,0.512,0.508,0.512,0.521,0.505,0.539,0.523,0.491,0.504,0.506,0.518
Necalli,0.439,0.443,0.459,0.511,0.509,0.444,0.455,0.505,0.484,0.484,0.487,0.476,0.495,0.506,0.494,0.489,0.49,0.465,0.500,0.503,0.495,0.491,0.509,0.511,0.517,0.489,0.505,0.491,0.519,0.491,0.519,0.52,0.528,0.526
Menat,0.386,0.449,0.424,0.48,0.483,0.488,0.435,0.443,0.499,0.452,0.435,0.424,0.59,0.458,0.483,0.474,0.497,0.489,0.497,0.500,0.474,0.516,0.477,0.526,0.513,0.517,0.486,0.497,0.546,0.512,0.519,0.564,0.554,0.493
Laura,0.519,0.45,0.506,0.497,0.496,0.489,0.51,0.53,0.489,0.479,0.456,0.519,0.447,0.549,0.521,0.507,0.485,0.503,0.505,0.526,0.500,0.496,0.513,0.484,0.478,0.509,0.507,0.531,0.481,0.527,0.484,0.51,0.496,0.482
Karin,0.441,0.447,0.449,0.481,0.509,0.446,0.461,0.475,0.426,0.458,0.48,0.486,0.457,0.52,0.517,0.493,0.481,0.502,0.509,0.484,0.504,0.500,0.505,0.51,0.511,0.515,0.5,0.483,0.513,0.507,0.512,0.484,0.521,0.53
Rashid,0.466,0.461,0.458,0.554,0.432,0.492,0.45,0.478,0.494,0.505,0.449,0.512,0.487,0.505,0.487,0.496,0.499,0.494,0.491,0.523,0.487,0.496,0.500,0.488,0.485,0.505,0.508,0.513,0.473,0.487,0.506,0.51,0.525,0.508
Ryu,0.424,0.449,0.45,0.44,0.458,0.452,0.456,0.471,0.475,0.49,0.509,0.479,0.479,0.47,0.502,0.494,0.491,0.488,0.489,0.474,0.516,0.49,0.512,0.500,0.519,0.497,0.496,0.484,0.495,0.513,0.508,0.494,0.498,0.535
Ken,0.455,0.451,0.469,0.461,0.449,0.484,0.464,0.482,0.483,0.511,0.495,0.496,0.491,0.479,0.495,0.481,0.488,0.492,0.483,0.487,0.522,0.489,0.515,0.481,0.500,0.505,0.492,0.501,0.494,0.488,0.499,0.507,0.477,0.52
Juri,0.408,0.423,0.424,0.492,0.489,0.445,0.458,0.446,0.468,0.469,0.473,0.462,0.476,0.49,0.48,0.492,0.492,0.488,0.511,0.484,0.491,0.485,0.495,0.503,0.495,0.500,0.506,0.486,0.517,0.495,0.501,0.525,0.502,0.531
Falke,0.385,0.433,0.439,0.378,0.425,0.477,0.403,0.447,0.454,0.509,0.468,0.471,0.575,0.465,0.486,0.469,0.486,0.479,0.495,0.514,0.493,0.5,0.492,0.504,0.508,0.494,0.500,0.485,0.527,0.511,0.496,0.515,0.529,0.525
G,0.421,0.403,0.448,0.455,0.457,0.463,0.442,0.449,0.449,0.424,0.464,0.44,0.529,0.479,0.459,0.477,0.49,0.496,0.509,0.503,0.469,0.517,0.487,0.516,0.5,0.514,0.515,0.500,0.524,0.498,0.509,0.516,0.494,0.518
Cammy,0.43,0.438,0.455,0.483,0.475,0.46,0.454,0.48,0.496,0.432,0.458,0.477,0.464,0.499,0.492,0.479,0.489,0.461,0.481,0.454,0.519,0.487,0.527,0.505,0.506,0.483,0.473,0.476,0.500,0.476,0.513,0.521,0.473,0.528
Cody,0.412,0.415,0.441,0.436,0.451,0.45,0.454,0.486,0.454,0.464,0.468,0.479,0.484,0.487,0.484,0.484,0.496,0.477,0.509,0.488,0.473,0.493,0.513,0.487,0.512,0.505,0.489,0.502,0.524,0.500,0.496,0.517,0.485,0.537
Akuma,0.43,0.452,0.444,0.436,0.447,0.46,0.468,0.467,0.486,0.496,0.488,0.477,0.443,0.482,0.467,0.471,0.499,0.509,0.481,0.481,0.516,0.488,0.494,0.492,0.501,0.5,0.504,0.491,0.487,0.504,0.500,0.512,0.508,0.518
ChunLi,0.449,0.444,0.448,0.423,0.468,0.451,0.465,0.509,0.441,0.452,0.473,0.487,0.471,0.476,0.487,0.486,0.466,0.496,0.48,0.436,0.49,0.516,0.49,0.506,0.493,0.475,0.485,0.484,0.479,0.483,0.488,0.500,0.493,0.516
Sagat,0.372,0.43,0.432,0.396,0.405,0.472,0.429,0.415,0.444,0.439,0.48,0.44,0.545,0.442,0.485,0.465,0.463,0.494,0.472,0.446,0.504,0.479,0.475,0.502,0.523,0.498,0.471,0.506,0.527,0.515,0.492,0.507,0.500,0.526
Sakura,0.415,0.405,0.448,0.443,0.434,0.473,0.429,0.458,0.452,0.489,0.462,0.5,0.47,0.466,0.471,0.463,0.462,0.482,0.474,0.507,0.518,0.47,0.492,0.465,0.48,0.469,0.475,0.482,0.472,0.463,0.482,0.484,0.474,0.500
