E.Honda,0.500,0.512,0.499,0.525,0.605,0.611,0.584,0.511,0.581,0.492,0.549,0.528,0.537,0.536,0.522,0.534,0.623,0.516,0.594,0.542,0.582,0.562,0.563,0.591,0.607,0.614,0.558,0.582,0.545,0.573,0.62,0.561,0.589,0.568,0.58,0.565,0.58,0.642,0.648,0.636
Urien,0.488,0.500,0.491,0.503,0.51,0.545,0.528,0.466,0.514,0.554,0.524,0.51,0.553,0.569,0.536,0.553,0.556,0.557,0.557,0.531,0.571,0.559,0.548,0.537,0.551,0.583,0.546,0.57,0.547,0.567,0.563,0.567,0.57,0.571,0.561,0.559,0.577,0.568,0.577,0.574
CLAW,0.501,0.509,0.500,0.538,0.479,0.603,0.521,0.526,0.562,0.593,0.552,0.504,0.512,0.542,0.493,0.512,0.546,0.54,0.541,0.571,0.544,0.51,0.575,0.572,0.532,0.582,0.529,0.568,0.541,0.572,0.576,0.529,0.562,0.571,0.536,0.535,0.551,0.55,0.63,0.575
DICTATOR,0.476,0.497,0.462,0.500,0.533,0.533,0.498,0.527,0.578,0.504,0.521,0.538,0.554,0.525,0.477,0.54,0.541,0.498,0.537,0.591,0.534,0.532,0.533,0.566,0.539,0.571,0.532,0.563,0.549,0.589,0.573,0.535,0.559,0.57,0.537,0.553,0.574,0.576,0.634,0.548
BOXER,0.395,0.49,0.521,0.467,0.500,0.557,0.501,0.475,0.556,0.479,0.492,0.54,0.514,0.486,0.471,0.527,0.573,0.464,0.538,0.55,0.529,0.554,0.56,0.571,0.545,0.549,0.529,0.566,0.551,0.582,0.545,0.548,0.577,0.553,0.542,0.555,0.56,0.569,0.621,0.586
Dhalsim,0.389,0.455,0.397,0.467,0.443,0.500,0.434,0.483,0.583,0.474,0.459,0.568,0.54,0.53,0.481,0.557,0.568,0.674,0.536,0.62,0.535,0.473,0.51,0.547,0.493,0.558,0.573,0.547,0.571,0.574,0.515,0.534,0.532,0.536,0.533,0.576,0.567,0.526,0.589,0.497
Blanka,0.416,0.472,0.479,0.502,0.499,0.566,0.500,0.504,0.541,0.474,0.502,0.49,0.501,0.532,0.485,0.5,0.555,0.54,0.539,0.537,0.507,0.538,0.52,0.539,0.554,0.559,0.533,0.543,0.548,0.538,0.577,0.535,0.565,0.553,0.535,0.571,0.562,0.562,0.615,0.567
Jam,0.489,0.534,0.474,0.473,0.525,0.517,0.496,0.500,0.503,0.512,0.515,0.518,0.484,0.515,0.485,0.545,0.524,0.525,0.551,0.553,0.507,0.536,0.514,0.543,0.486,0.574,0.55,0.544,0.546,0.579,0.526,0.52,0.525,0.535,0.556,0.558,0.541,0.512,0.55,0.523
Falke,0.419,0.486,0.438,0.422,0.444,0.417,0.459,0.497,0.500,0.529,0.542,0.506,0.492,0.503,0.522,0.489,0.454,0.592,0.538,0.556,0.527,0.478,0.535,0.514,0.553,0.554,0.526,0.535,0.538,0.522,0.523,0.535,0.529,0.554,0.559,0.552,0.559,0.555,0.574,0.566
Abigail,0.508,0.446,0.408,0.496,0.521,0.526,0.526,0.488,0.471,0.500,0.498,0.468,0.458,0.549,0.515,0.503,0.574,0.588,0.537,0.543,0.528,0.53,0.533,0.52,0.494,0.571,0.511,0.515,0.52,0.559,0.539,0.499,0.554,0.53,0.552,0.529,0.492,0.587,0.612,0.529
Alex,0.451,0.476,0.448,0.479,0.508,0.541,0.498,0.485,0.458,0.502,0.500,0.52,0.481,0.531,0.48,0.488,0.582,0.508,0.524,0.537,0.545,0.506,0.512,0.535,0.528,0.538,0.521,0.537,0.524,0.55,0.556,0.509,0.525,0.537,0.516,0.534,0.52,0.556,0.626,0.524
Guile,0.472,0.49,0.496,0.462,0.46,0.432,0.51,0.482,0.494,0.532,0.48,0.500,0.512,0.502,0.486,0.519,0.493,0.486,0.479,0.557,0.517,0.513,0.508,0.523,0.488,0.511,0.501,0.533,0.539,0.54,0.51,0.557,0.515,0.53,0.525,0.547,0.546,0.543,0.533,0.576
Edd,0.463,0.447,0.488,0.446,0.486,0.46,0.499,0.517,0.508,0.542,0.519,0.488,0.500,0.506,0.506,0.487,0.511,0.524,0.514,0.489,0.5,0.553,0.502,0.519,0.518,0.531,0.529,0.558,0.499,0.546,0.541,0.513,0.533,0.536,0.568,0.531,0.543,0.56,0.579,0.588
Birdie,0.464,0.431,0.458,0.475,0.514,0.47,0.468,0.485,0.497,0.451,0.469,0.498,0.494,0.500,0.488,0.499,0.538,0.554,0.544,0.505,0.534,0.544,0.538,0.5,0.529,0.553,0.513,0.517,0.529,0.525,0.547,0.501,0.527,0.538,0.531,0.529,0.538,0.549,0.552,0.521
Laura,0.478,0.464,0.507,0.523,0.529,0.519,0.515,0.515,0.478,0.485,0.52,0.514,0.494,0.512,0.500,0.516,0.508,0.462,0.507,0.509,0.521,0.524,0.514,0.534,0.517,0.504,0.523,0.515,0.503,0.539,0.525,0.506,0.547,0.512,0.531,0.521,0.513,0.531,0.585,0.558
Cody,0.466,0.447,0.488,0.46,0.473,0.443,0.5,0.455,0.511,0.497,0.512,0.481,0.513,0.501,0.484,0.500,0.489,0.503,0.507,0.496,0.505,0.487,0.531,0.51,0.507,0.533,0.504,0.525,0.507,0.539,0.54,0.538,0.529,0.529,0.543,0.539,0.536,0.568,0.521,0.583
Poison,0.377,0.444,0.454,0.459,0.427,0.433,0.445,0.476,0.546,0.426,0.418,0.507,0.489,0.462,0.492,0.511,0.500,0.562,0.503,0.533,0.489,0.509,0.512,0.508,0.516,0.521,0.526,0.531,0.555,0.537,0.53,0.526,0.515,0.526,0.52,0.542,0.535,0.532,0.531,0.514
Zangief,0.484,0.443,0.46,0.502,0.537,0.326,0.46,0.475,0.408,0.412,0.492,0.514,0.476,0.446,0.538,0.497,0.438,0.500,0.524,0.451,0.48,0.531,0.497,0.462,0.513,0.536,0.531,0.523,0.517,0.498,0.516,0.513,0.537,0.542,0.564,0.555,0.527,0.557,0.461,0.549
Karin,0.406,0.444,0.459,0.463,0.462,0.464,0.461,0.449,0.462,0.463,0.476,0.521,0.486,0.456,0.493,0.493,0.497,0.476,0.500,0.518,0.486,0.492,0.518,0.52,0.508,0.473,0.508,0.5,0.523,0.508,0.526,0.526,0.526,0.534,0.518,0.534,0.532,0.524,0.529,0.559
Sagat,0.458,0.469,0.429,0.409,0.45,0.38,0.463,0.448,0.444,0.457,0.463,0.443,0.511,0.495,0.491,0.504,0.467,0.549,0.482,0.500,0.523,0.49,0.496,0.478,0.502,0.535,0.5,0.522,0.526,0.529,0.521,0.545,0.515,0.52,0.529,0.522,0.547,0.537,0.511,0.55
G,0.418,0.429,0.456,0.466,0.471,0.465,0.493,0.493,0.473,0.472,0.455,0.483,0.5,0.466,0.479,0.496,0.511,0.52,0.514,0.477,0.500,0.509,0.516,0.496,0.52,0.54,0.49,0.494,0.524,0.518,0.532,0.508,0.52,0.525,0.496,0.517,0.519,0.542,0.537,0.545
Kolin,0.438,0.441,0.49,0.468,0.446,0.527,0.462,0.464,0.522,0.47,0.494,0.488,0.447,0.456,0.476,0.513,0.491,0.469,0.508,0.51,0.491,0.500,0.506,0.527,0.514,0.507,0.473,0.503,0.511,0.501,0.505,0.505,0.514,0.522,0.522,0.514,0.511,0.542,0.541,0.539
Zeku,0.437,0.452,0.425,0.467,0.44,0.49,0.48,0.486,0.465,0.467,0.488,0.492,0.498,0.462,0.486,0.469,0.488,0.503,0.482,0.504,0.484,0.494,0.500,0.503,0.493,0.501,0.476,0.495,0.518,0.482,0.491,0.509,0.496,0.541,0.51,0.53,0.521,0.543,0.549,0.539
Nash,0.409,0.463,0.428,0.434,0.429,0.453,0.461,0.457,0.486,0.48,0.465,0.477,0.481,0.5,0.466,0.49,0.492,0.538,0.48,0.522,0.504,0.473,0.497,0.500,0.5,0.49,0.513,0.515,0.524,0.513,0.503,0.514,0.484,0.521,0.5,0.514,0.533,0.522,0.554,0.51
Necalli,0.393,0.449,0.468,0.461,0.455,0.507,0.446,0.514,0.447,0.506,0.472,0.512,0.482,0.471,0.483,0.493,0.484,0.488,0.492,0.498,0.48,0.486,0.507,0.5,0.500,0.477,0.508,0.494,0.513,0.499,0.498,0.501,0.512,0.514,0.509,0.516,0.524,0.514,0.516,0.553
Seth,0.387,0.417,0.418,0.429,0.451,0.442,0.441,0.426,0.446,0.429,0.462,0.489,0.469,0.447,0.496,0.468,0.479,0.464,0.527,0.465,0.46,0.493,0.499,0.51,0.523,0.500,0.488,0.511,0.521,0.486,0.519,0.527,0.551,0.551,0.526,0.532,0.525,0.547,0.47,0.539
ChunLi,0.442,0.454,0.471,0.468,0.471,0.427,0.467,0.45,0.474,0.489,0.479,0.499,0.471,0.487,0.477,0.496,0.474,0.469,0.492,0.5,0.51,0.527,0.524,0.487,0.492,0.512,0.500,0.493,0.512,0.524,0.494,0.486,0.52,0.503,0.489,0.514,0.52,0.504,0.469,0.522
Lucia,0.418,0.43,0.432,0.437,0.434,0.453,0.457,0.456,0.465,0.485,0.463,0.467,0.442,0.483,0.485,0.475,0.469,0.477,0.5,0.478,0.506,0.497,0.505,0.485,0.506,0.489,0.507,0.500,0.507,0.471,0.52,0.512,0.503,0.5,0.515,0.521,0.535,0.534,0.538,0.568
Ryu,0.455,0.453,0.459,0.451,0.449,0.429,0.452,0.454,0.462,0.48,0.476,0.461,0.501,0.471,0.497,0.493,0.445,0.483,0.477,0.474,0.476,0.489,0.482,0.476,0.487,0.48,0.488,0.493,0.500,0.479,0.499,0.52,0.503,0.507,0.519,0.51,0.522,0.508,0.488,0.542
