E.Honda,0.500,0.507,0.516,0.541,0.613,0.594,0.528,0.601,0.516,0.525,0.524,0.495,0.548,0.525,0.575,0.514,0.586,0.586,0.54,0.566,0.57,0.589,0.617,0.55,0.577,0.573,0.55,0.56,0.602,0.575,0.577,0.592,0.618,0.593,0.57,0.582,0.639,0.639,0.669,0.671
Urien,0.493,0.500,0.485,0.51,0.543,0.531,0.569,0.524,0.466,0.521,0.541,0.55,0.536,0.539,0.529,0.552,0.535,0.584,0.557,0.552,0.556,0.563,0.605,0.551,0.584,0.566,0.554,0.559,0.58,0.565,0.574,0.598,0.595,0.553,0.57,0.593,0.58,0.58,0.598,0.64
CLAW,0.484,0.515,0.500,0.54,0.575,0.499,0.542,0.489,0.573,0.507,0.521,0.598,0.557,0.493,0.542,0.541,0.518,0.557,0.591,0.577,0.58,0.536,0.552,0.524,0.551,0.529,0.557,0.536,0.586,0.576,0.581,0.604,0.591,0.555,0.556,0.577,0.563,0.587,0.654,0.641
DICTATOR,0.459,0.49,0.46,0.500,0.53,0.513,0.515,0.539,0.521,0.541,0.531,0.516,0.536,0.529,0.587,0.491,0.528,0.54,0.586,0.56,0.544,0.536,0.564,0.489,0.529,0.54,0.554,0.529,0.579,0.556,0.574,0.587,0.59,0.531,0.567,0.59,0.575,0.548,0.647,0.642
Dhalsim,0.387,0.457,0.425,0.47,0.500,0.451,0.532,0.471,0.517,0.581,0.531,0.496,0.484,0.549,0.574,0.663,0.502,0.532,0.603,0.544,0.48,0.536,0.573,0.515,0.492,0.577,0.584,0.557,0.517,0.536,0.569,0.59,0.558,0.564,0.587,0.595,0.539,0.495,0.597,0.632
Blanka,0.406,0.469,0.501,0.487,0.549,0.500,0.516,0.511,0.507,0.503,0.511,0.465,0.505,0.51,0.559,0.538,0.537,0.534,0.556,0.53,0.541,0.55,0.546,0.494,0.557,0.553,0.551,0.525,0.557,0.592,0.558,0.57,0.564,0.562,0.569,0.574,0.566,0.536,0.625,0.61
Birdie,0.472,0.431,0.458,0.485,0.468,0.484,0.500,0.53,0.493,0.508,0.487,0.466,0.514,0.529,0.549,0.565,0.516,0.534,0.515,0.491,0.541,0.563,0.565,0.513,0.558,0.525,0.542,0.514,0.555,0.516,0.553,0.567,0.554,0.541,0.545,0.554,0.565,0.513,0.572,0.652
BOXER,0.399,0.476,0.511,0.461,0.529,0.489,0.47,0.500,0.471,0.509,0.5,0.487,0.476,0.502,0.566,0.459,0.524,0.542,0.553,0.546,0.548,0.529,0.549,0.485,0.542,0.526,0.55,0.538,0.545,0.563,0.553,0.582,0.577,0.54,0.547,0.587,0.572,0.573,0.61,0.608
FANG,0.484,0.534,0.428,0.479,0.484,0.493,0.507,0.529,0.500,0.544,0.467,0.513,0.523,0.55,0.543,0.486,0.481,0.528,0.557,0.527,0.524,0.566,0.536,0.483,0.529,0.534,0.535,0.5,0.536,0.539,0.541,0.622,0.558,0.553,0.557,0.552,0.516,0.525,0.586,0.614
Guile,0.475,0.48,0.493,0.46,0.419,0.497,0.492,0.491,0.456,0.500,0.508,0.509,0.474,0.521,0.521,0.483,0.456,0.527,0.566,0.524,0.506,0.489,0.513,0.514,0.518,0.51,0.555,0.56,0.516,0.512,0.546,0.568,0.551,0.526,0.563,0.569,0.551,0.574,0.562,0.6
Edd,0.476,0.459,0.479,0.469,0.469,0.489,0.513,0.5,0.533,0.492,0.500,0.555,0.536,0.511,0.526,0.522,0.526,0.494,0.502,0.514,0.5,0.533,0.532,0.533,0.561,0.543,0.497,0.507,0.545,0.556,0.547,0.563,0.566,0.577,0.542,0.56,0.576,0.593,0.6,0.595
Abigail,0.505,0.45,0.402,0.484,0.504,0.535,0.534,0.513,0.487,0.491,0.445,0.500,0.503,0.505,0.488,0.591,0.488,0.54,0.52,0.512,0.528,0.543,0.576,0.529,0.55,0.522,0.519,0.495,0.545,0.549,0.535,0.554,0.533,0.556,0.534,0.506,0.579,0.527,0.59,0.622
Alex,0.452,0.464,0.443,0.464,0.516,0.495,0.486,0.524,0.477,0.526,0.464,0.497,0.500,0.47,0.49,0.502,0.514,0.542,0.544,0.517,0.502,0.528,0.584,0.505,0.534,0.522,0.533,0.519,0.549,0.548,0.542,0.566,0.559,0.547,0.536,0.523,0.554,0.532,0.627,0.596
Cody,0.475,0.461,0.507,0.472,0.451,0.49,0.471,0.498,0.45,0.479,0.489,0.495,0.53,0.500,0.506,0.512,0.506,0.516,0.493,0.53,0.532,0.519,0.503,0.513,0.511,0.524,0.512,0.532,0.551,0.535,0.545,0.568,0.57,0.558,0.544,0.529,0.572,0.57,0.576,0.6
Falke,0.425,0.471,0.458,0.413,0.426,0.441,0.451,0.434,0.457,0.479,0.474,0.512,0.51,0.494,0.500,0.578,0.496,0.511,0.555,0.486,0.519,0.525,0.486,0.547,0.497,0.538,0.537,0.511,0.524,0.543,0.549,0.539,0.539,0.55,0.548,0.529,0.545,0.532,0.569,0.613
Zangief,0.486,0.448,0.459,0.509,0.337,0.462,0.436,0.541,0.514,0.517,0.478,0.409,0.498,0.488,0.422,0.500,0.496,0.47,0.44,0.466,0.487,0.538,0.451,0.567,0.542,0.535,0.525,0.51,0.539,0.539,0.556,0.514,0.538,0.564,0.56,0.526,0.561,0.545,0.487,0.588
Necalli,0.414,0.465,0.482,0.472,0.498,0.463,0.484,0.476,0.519,0.544,0.474,0.512,0.486,0.494,0.504,0.505,0.500,0.495,0.532,0.514,0.503,0.497,0.507,0.507,0.494,0.534,0.53,0.518,0.482,0.503,0.522,0.56,0.524,0.522,0.538,0.537,0.52,0.552,0.557,0.547
G,0.414,0.416,0.443,0.46,0.468,0.466,0.466,0.458,0.472,0.473,0.506,0.46,0.458,0.484,0.489,0.53,0.505,0.500,0.486,0.5,0.511,0.512,0.52,0.481,0.513,0.505,0.531,0.517,0.533,0.527,0.537,0.522,0.525,0.502,0.546,0.532,0.556,0.552,0.562,0.575
Sagat,0.46,0.443,0.409,0.414,0.398,0.444,0.485,0.447,0.444,0.434,0.498,0.48,0.456,0.507,0.445,0.56,0.468,0.514,0.500,0.471,0.496,0.501,0.5,0.525,0.5,0.517,0.518,0.526,0.525,0.497,0.527,0.55,0.551,0.54,0.533,0.538,0.559,0.534,0.517,0.601
Nash,0.434,0.448,0.423,0.44,0.456,0.47,0.509,0.454,0.473,0.476,0.486,0.488,0.483,0.47,0.514,0.534,0.486,0.5,0.529,0.500,0.498,0.489,0.518,0.481,0.517,0.518,0.529,0.511,0.515,0.504,0.523,0.527,0.511,0.517,0.518,0.54,0.518,0.529,0.583,0.571
Zeku,0.43,0.444,0.42,0.456,0.52,0.459,0.459,0.452,0.476,0.494,0.5,0.472,0.498,0.468,0.481,0.513,0.497,0.489,0.504,0.502,0.500,0.496,0.493,0.473,0.482,0.498,0.508,0.507,0.506,0.506,0.528,0.516,0.512,0.519,0.534,0.56,0.545,0.538,0.559,0.569
Karin,0.411,0.437,0.464,0.464,0.464,0.45,0.437,0.471,0.434,0.511,0.467,0.457,0.472,0.481,0.475,0.462,0.503,0.488,0.499,0.511,0.504,0.500,0.489,0.497,0.507,0.513,0.521,0.519,0.513,0.501,0.536,0.533,0.531,0.529,0.534,0.539,0.528,0.548,0.522,0.537
Poison,0.383,0.396,0.448,0.436,0.427,0.454,0.435,0.451,0.464,0.487,0.468,0.424,0.416,0.497,0.514,0.549,0.493,0.48,0.5,0.482,0.507,0.511,0.500,0.501,0.512,0.518,0.54,0.488,0.523,0.507,0.519,0.526,0.507,0.495,0.53,0.546,0.53,0.489,0.544,0.567
Laura,0.45,0.449,0.476,0.511,0.485,0.506,0.488,0.515,0.517,0.486,0.467,0.471,0.495,0.487,0.453,0.433,0.493,0.519,0.475,0.519,0.527,0.503,0.499,0.500,0.53,0.511,0.479,0.463,0.494,0.515,0.5,0.543,0.511,0.537,0.504,0.492,0.513,0.545,0.574,0.554
Kolin,0.423,0.416,0.449,0.471,0.508,0.443,0.442,0.458,0.471,0.482,0.439,0.45,0.466,0.489,0.503,0.458,0.506,0.487,0.5,0.483,0.518,0.493,0.488,0.47,0.500,0.481,0.497,0.501,0.506,0.503,0.524,0.516,0.516,0.527,0.516,0.517,0.537,0.544,0.562,0.551
ChunLi,0.427,0.434,0.471,0.46,0.423,0.447,0.475,0.474,0.466,0.49,0.457,0.478,0.478,0.476,0.462,0.465,0.466,0.495,0.483,0.482,0.502,0.487,0.482,0.489,0.519,0.500,0.508,0.486,0.498,0.514,0.501,0.526,0.517,0.505,0.511,0.518,0.516,0.519,0.488,0.562
Ryu,0.45,0.446,0.443,0.446,0.416,0.449,0.458,0.45,0.465,0.445,0.503,0.481,0.467,0.488,0.463,0.475,0.47,0.469,0.482,0.471,0.492,0.48,0.46,0.521,0.503,0.492,0.500,0.514,0.503,0.503,0.514,0.513,0.515,0.529,0.517,0.536,0.518,0.532,0.502,0.541
Ken,0.44,0.441,0.464,0.471,0.443,0.475,0.486,0.462,0.5,0.44,0.493,0.505,0.481,0.468,0.489,0.49,0.482,0.483,0.474,0.489,0.493,0.481,0.513,0.537,0.499,0.514,0.486,0.500,0.505,0.511,0.493,0.493,0.507,0.536,0.511,0.521,0.521,0.563,0.527,0.527
Juri,0.398,0.42,0.414,0.421,0.483,0.444,0.445,0.455,0.464,0.484,0.456,0.455,0.451,0.449,0.476,0.461,0.518,0.467,0.475,0.485,0.494,0.487,0.477,0.506,0.494,0.502,0.497,0.495,0.500,0.513,0.508,0.512,0.499,0.519,0.52,0.53,0.523,0.538,0.557,0.537
Ibuki,0.425,0.435,0.424,0.444,0.464,0.408,0.484,0.437,0.461,0.488,0.444,0.451,0.452,0.465,0.457,0.461,0.497,0.473,0.503,0.496,0.494,0.499,0.493,0.485,0.497,0.486,0.497,0.489,0.488,0.500,0.505,0.525,0.49,0.522,0.499,0.518,0.53,0.518,0.58,0.528
Kage,0.423,0.426,0.419,0.426,0.431,0.442,0.447,0.447,0.459,0.454,0.453,0.465,0.458,0.455,0.451,0.444,0.478,0.463,0.473,0.477,0.472,0.464,0.481,0.5,0.476,0.499,0.486,0.507,0.492,0.495,0.500,0.482,0.517,0.513,0.509,0.521,0.519,0.537,0.511,0.512
Gill,0.408,0.402,0.396,0.413,0.41,0.43,0.433,0.418,0.378,0.432,0.437,0.446,0.434,0.432,0.461,0.486,0.44,0.478,0.45,0.473,0.484,0.467,0.474,0.457,0.484,0.474,0.488,0.507,0.488,0.475,0.518,0.500,0.52,0.531,0.502,0.504,0.524,0.506,0.461,0.556
Lucia,0.382,0.405,0.409,0.411,0.442,0.436,0.446,0.423,0.442,0.449,0.434,0.467,0.441,0.43,0.461,0.462,0.476,0.475,0.449,0.489,0.488,0.469,0.493,0.489,0.484,0.483,0.485,0.493,0.501,0.51,0.483,0.48,0.500,0.531,0.516,0.505,0.514,0.541,0.544,0.517
