URIEN,0.50,0.49,0.53,0.54,0.53,0.52,0.51,0.54,0.58,0.53,0.55,0.58,0.57,0.57,0.57,0.58,0.58,0.61,0.62,0.61,0.6,0.62,0.62
DICTATOR,0.51,0.50,0.54,0.51,0.48,0.5,0.55,0.54,0.52,0.57,0.57,0.51,0.55,0.56,0.58,0.52,0.6,0.6,0.63,0.6,0.62,0.6,0.62
BOXER,0.47,0.46,0.50,0.55,0.47,0.53,0.54,0.53,0.51,0.54,0.57,0.49,0.57,0.55,0.52,0.53,0.58,0.58,0.61,0.59,0.61,0.58,0.6
DHALSIM,0.46,0.49,0.45,0.50,0.48,0.47,0.55,0.51,0.54,0.54,0.52,0.68,0.48,0.55,0.5,0.53,0.58,0.57,0.57,0.58,0.6,0.63,0.61
LAURA,0.47,0.52,0.53,0.52,0.50,0.54,0.51,0.5,0.52,0.54,0.52,0.48,0.53,0.52,0.54,0.55,0.58,0.55,0.55,0.55,0.55,0.56,0.56
CLAW,0.48,0.5,0.47,0.53,0.46,0.50,0.47,0.52,0.5,0.54,0.52,0.53,0.53,0.53,0.55,0.52,0.57,0.53,0.59,0.54,0.55,0.55,0.57
GUILE,0.49,0.45,0.46,0.45,0.49,0.53,0.50,0.48,0.54,0.52,0.5,0.54,0.55,0.48,0.51,0.53,0.57,0.55,0.54,0.58,0.57,0.55,0.6
IBUKI,0.46,0.46,0.47,0.49,0.5,0.48,0.52,0.50,0.47,0.51,0.53,0.49,0.51,0.53,0.52,0.54,0.55,0.54,0.55,0.56,0.56,0.57,0.57
BIRDIE,0.42,0.48,0.49,0.46,0.48,0.5,0.46,0.53,0.50,0.5,0.54,0.55,0.46,0.54,0.5,0.54,0.54,0.57,0.57,0.54,0.56,0.55,0.58
F.A.N.G,0.47,0.43,0.46,0.46,0.46,0.46,0.48,0.49,0.5,0.50,0.48,0.48,0.49,0.54,0.52,0.53,0.54,0.53,0.55,0.55,0.56,0.58,0.57
NECALLI,0.45,0.43,0.43,0.48,0.48,0.48,0.5,0.47,0.46,0.52,0.50,0.49,0.51,0.5,0.48,0.51,0.55,0.54,0.54,0.55,0.55,0.55,0.56
ZANGIEF,0.42,0.49,0.51,0.32,0.53,0.47,0.46,0.51,0.45,0.52,0.51,0.50,0.48,0.52,0.5,0.53,0.48,0.56,0.56,0.54,0.54,0.54,0.59
RASHID,0.43,0.45,0.43,0.52,0.47,0.47,0.45,0.49,0.54,0.51,0.49,0.52,0.50,0.5,0.52,0.52,0.52,0.52,0.54,0.51,0.51,0.53,0.55
KARIN,0.43,0.44,0.45,0.45,0.48,0.47,0.52,0.47,0.46,0.46,0.5,0.48,0.5,0.50,0.51,0.53,0.54,0.54,0.54,0.54,0.55,0.53,0.55
ALEX,0.43,0.42,0.48,0.5,0.46,0.45,0.49,0.48,0.5,0.48,0.52,0.5,0.48,0.49,0.50,0.48,0.53,0.53,0.54,0.54,0.55,0.52,0.55
RAINBOW MIKA,0.42,0.48,0.47,0.47,0.45,0.48,0.47,0.46,0.46,0.47,0.49,0.47,0.48,0.47,0.52,0.50,0.53,0.52,0.52,0.53,0.52,0.53,0.55
NASH,0.42,0.4,0.42,0.42,0.42,0.43,0.43,0.45,0.46,0.46,0.45,0.52,0.48,0.46,0.47,0.47,0.50,0.51,0.5,0.53,0.54,0.53,0.53
CAMMY,0.39,0.4,0.42,0.43,0.45,0.47,0.45,0.46,0.43,0.47,0.46,0.44,0.48,0.46,0.47,0.48,0.49,0.50,0.49,0.52,0.51,0.53,0.53
JURI,0.38,0.37,0.39,0.43,0.45,0.41,0.46,0.45,0.43,0.45,0.46,0.44,0.46,0.46,0.46,0.48,0.5,0.51,0.50,0.51,0.51,0.52,0.53
KEN,0.39,0.4,0.41,0.42,0.45,0.46,0.42,0.44,0.46,0.45,0.46,0.46,0.49,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.48,0.51,0.5
RYU,0.4,0.38,0.39,0.4,0.45,0.45,0.43,0.44,0.44,0.44,0.45,0.46,0.49,0.45,0.45,0.48,0.46,0.49,0.49,0.52,0.50,0.5,0.51
CHUN-LI,0.39,0.4,0.42,0.37,0.44,0.45,0.45,0.43,0.45,0.42,0.45,0.46,0.47,0.47,0.48,0.47,0.47,0.47,0.48,0.49,0.5,0.50,0.5
GOUKI,0.38,0.38,0.4,0.39,0.44,0.43,0.4,0.43,0.42,0.43,0.44,0.41,0.45,0.45,0.45,0.45,0.47,0.47,0.47,0.5,0.49,0.5,0.50
